stock_id,name,industry,market,year,month,date,revenue,revenue_prev_month,revenue_prev_year,mom,yoy,cum_revenue,cum_revenue_prev_year,cum_yoy
1000,模擬1000,水泥工業,otc,2022,6,2022-06-01,75127103,,,,,75127103,,
1000,模擬1000,水泥工業,otc,2022,7,2022-07-01,112028179,75127103.0,,49.12,,187155282,,
1000,模擬1000,水泥工業,otc,2022,8,2022-08-01,75159259,112028179.0,,-32.91,,262314540,,
1000,模擬1000,水泥工業,otc,2022,9,2022-09-01,103096885,75159259.0,,37.17,,365411425,,
1000,模擬1000,水泥工業,otc,2022,10,2022-10-01,74993953,103096885.0,,-27.26,,440405377,,
1000,模擬1000,水泥工業,otc,2022,11,2022-11-01,88050106,74993953.0,,17.41,,528455483,,
1000,模擬1000,水泥工業,otc,2022,12,2022-12-01,46911918,88050106.0,,-46.72,,575367402,,
1000,模擬1000,水泥工業,otc,2023,1,2023-01-01,44338076,46911918.0,,-5.49,,44338076,,
1000,模擬1000,水泥工業,otc,2023,2,2023-02-01,39819948,44338076.0,,-10.19,,84158024,,
1000,模擬1000,水泥工業,otc,2023,3,2023-03-01,35097643,39819948.0,,-11.86,,119255667,,
1000,模擬1000,水泥工業,otc,2023,4,2023-04-01,31070949,35097643.0,,-11.47,,150326616,,
1000,模擬1000,水泥工業,otc,2023,5,2023-05-01,40589192,31070949.0,,30.63,,190915808,,
1000,模擬1000,水泥工業,otc,2023,6,2023-06-01,37882934,40589192.0,75127103.0,-6.67,-49.57,228798742,75127103.0,204.55
1000,模擬1000,水泥工業,otc,2023,7,2023-07-01,65147199,37882934.0,112028179.0,71.97,-41.85,293945941,187155282.0,57.06
1000,模擬1000,水泥工業,otc,2023,8,2023-08-01,77831113,65147199.0,75159259.0,19.47,3.55,371777054,262314540.0,41.73
1000,模擬1000,水泥工業,otc,2023,9,2023-09-01,99850615,77831113.0,103096885.0,28.29,-3.15,471627669,365411425.0,29.07
1000,模擬1000,水泥工業,otc,2023,10,2023-10-01,118490296,99850615.0,74993953.0,18.67,58.0,590117965,440405377.0,33.99
1000,模擬1000,水泥工業,otc,2023,11,2023-11-01,135374773,118490296.0,88050106.0,14.25,53.75,725492738,528455483.0,37.29
1000,模擬1000,水泥工業,otc,2023,12,2023-12-01,131830370,135374773.0,46911918.0,-2.62,181.02,857323108,575367402.0,49.0
1000,模擬1000,水泥工業,otc,2024,1,2024-01-01,110591476,131830370.0,44338076.0,-16.11,149.43,110591476,44338076.0,149.43
1000,模擬1000,水泥工業,otc,2024,2,2024-02-01,116169689,110591476.0,39819948.0,5.04,191.74,226761165,84158024.0,169.45
1000,模擬1000,水泥工業,otc,2024,3,2024-03-01,90344206,116169689.0,35097643.0,-22.23,157.41,317105371,119255667.0,165.9
1000,模擬1000,水泥工業,otc,2024,4,2024-04-01,92928367,90344206.0,31070949.0,2.86,199.08,410033738,150326616.0,172.76
1000,模擬1000,水泥工業,otc,2024,5,2024-05-01,72655128,92928367.0,40589192.0,-21.82,79.0,482688867,190915808.0,152.83
1000,模擬1000,水泥工業,otc,2024,6,2024-06-01,61215332,72655128.0,37882934.0,-15.75,61.59,543904199,228798742.0,137.72
1000,模擬1000,水泥工業,otc,2024,7,2024-07-01,48081861,61215332.0,65147199.0,-21.45,-26.2,591986060,293945941.0,101.39
1000,模擬1000,水泥工業,otc,2024,8,2024-08-01,50831376,48081861.0,77831113.0,5.72,-34.69,642817436,371777054.0,72.9
1000,模擬1000,水泥工業,otc,2024,9,2024-09-01,47550100,50831376.0,99850615.0,-6.46,-52.38,690367537,471627669.0,46.38
1000,模擬1000,水泥工業,otc,2024,10,2024-10-01,43876278,47550100.0,118490296.0,-7.73,-62.97,734243814,590117965.0,24.42
1000,模擬1000,水泥工業,otc,2024,11,2024-11-01,37926944,43876278.0,135374773.0,-13.56,-71.98,772170758,725492738.0,6.43
1000,模擬1000,水泥工業,otc,2024,12,2024-12-01,48111609,37926944.0,131830370.0,26.85,-63.5,820282367,857323108.0,-4.32
1000,模擬1000,水泥工業,otc,2025,1,2025-01-01,40107088,48111609.0,110591476.0,-16.64,-63.73,40107088,110591476.0,-63.73
1000,模擬1000,水泥工業,otc,2025,2,2025-02-01,58341652,40107088.0,116169689.0,45.46,-49.78,98448740,226761165.0,-56.58
1000,模擬1000,水泥工業,otc,2025,3,2025-03-01,56195695,58341652.0,90344206.0,-3.68,-37.8,154644435,317105371.0,-51.23
1000,模擬1000,水泥工業,otc,2025,4,2025-04-01,79924464,56195695.0,92928367.0,42.23,-13.99,234568898,410033738.0,-42.79
1000,模擬1000,水泥工業,otc,2025,5,2025-05-01,84547080,79924464.0,72655128.0,5.78,16.37,319115979,482688867.0,-33.89
1000,模擬1000,水泥工業,otc,2025,6,2025-06-01,81835957,84547080.0,61215332.0,-3.21,33.69,400951936,543904199.0,-26.28
1000,模擬1000,水泥工業,otc,2025,7,2025-07-01,100125891,81835957.0,48081861.0,22.35,108.24,501077827,591986060.0,-15.36
1000,模擬1000,水泥工業,otc,2025,8,2025-08-01,114220947,100125891.0,50831376.0,14.08,124.71,615298774,642817436.0,-4.28
1000,模擬1000,水泥工業,otc,2025,9,2025-09-01,128263792,114220947.0,47550100.0,12.29,169.74,743562566,690367537.0,7.71
1000,模擬1000,水泥工業,otc,2025,10,2025-10-01,136039975,128263792.0,43876278.0,6.06,210.05,879602541,734243814.0,19.8
1000,模擬1000,水泥工業,otc,2025,11,2025-11-01,128881720,136039975.0,37926944.0,-5.26,239.82,1008484261,772170758.0,30.6
1000,模擬1000,水泥工業,otc,2025,12,2025-12-01,117625430,128881720.0,48111609.0,-8.73,144.48,1126109691,820282367.0,37.28
1000,模擬1000,水泥工業,otc,2026,1,2026-01-01,123977719,117625430.0,40107088.0,5.4,209.12,123977719,40107088.0,209.12
1000,模擬1000,水泥工業,otc,2026,2,2026-02-01,75919521,123977719.0,58341652.0,-38.76,30.13,199897240,98448740.0,103.05
1000,模擬1000,水泥工業,otc,2026,3,2026-03-01,58879210,75919521.0,56195695.0,-22.45,4.78,258776450,154644435.0,67.34
1000,模擬1000,水泥工業,otc,2026,4,2026-04-01,36566381,58879210.0,79924464.0,-37.9,-54.25,295342831,234568898.0,25.91
1000,模擬1000,水泥工業,otc,2026,5,2026-05-01,33185161,36566381.0,84547080.0,-9.25,-60.75,328527992,319115979.0,2.95
1001,模擬1001,電腦及週邊設備業,sii,2022,6,2022-06-01,23603319,,,,,23603319,,
1001,模擬1001,電腦及週邊設備業,sii,2022,7,2022-07-01,33149574,23603319.0,,40.44,,56752894,,
1001,模擬1001,電腦及週邊設備業,sii,2022,8,2022-08-01,30281165,33149574.0,,-8.65,,87034058,,
1001,模擬1001,電腦及週邊設備業,sii,2022,9,2022-09-01,27293256,30281165.0,,-9.87,,114327314,,
1001,模擬1001,電腦及週邊設備業,sii,2022,10,2022-10-01,41246014,27293256.0,,51.12,,155573328,,
1001,模擬1001,電腦及週邊設備業,sii,2022,11,2022-11-01,36500139,41246014.0,,-11.51,,192073467,,
1001,模擬1001,電腦及週邊設備業,sii,2022,12,2022-12-01,43214289,36500139.0,,18.39,,235287756,,
1001,模擬1001,電腦及週邊設備業,sii,2023,1,2023-01-01,59265985,43214289.0,,37.14,,59265985,,
1001,模擬1001,電腦及週邊設備業,sii,2023,2,2023-02-01,50379996,59265985.0,,-14.99,,109645981,,
1001,模擬1001,電腦及週邊設備業,sii,2023,3,2023-03-01,41964870,50379996.0,,-16.7,,151610851,,
1001,模擬1001,電腦及週邊設備業,sii,2023,4,2023-04-01,38651668,41964870.0,,-7.9,,190262519,,
1001,模擬1001,電腦及週邊設備業,sii,2023,5,2023-05-01,42857830,38651668.0,,10.88,,233120349,,
1001,模擬1001,電腦及週邊設備業,sii,2023,6,2023-06-01,49445146,42857830.0,23603319.0,15.37,109.48,282565495,23603319.0,1097.14
1001,模擬1001,電腦及週邊設備業,sii,2023,7,2023-07-01,41281850,49445146.0,33149574.0,-16.51,24.53,323847346,56752894.0,470.63
1001,模擬1001,電腦及週邊設備業,sii,2023,8,2023-08-01,48040797,41281850.0,30281165.0,16.37,58.65,371888143,87034058.0,327.29
1001,模擬1001,電腦及週邊設備業,sii,2023,9,2023-09-01,50183087,48040797.0,27293256.0,4.46,83.87,422071230,114327314.0,269.18
1001,模擬1001,電腦及週邊設備業,sii,2023,10,2023-10-01,54784250,50183087.0,41246014.0,9.17,32.82,476855479,155573328.0,206.51
1001,模擬1001,電腦及週邊設備業,sii,2023,11,2023-11-01,47277288,54784250.0,36500139.0,-13.7,29.53,524132767,192073467.0,172.88
1001,模擬1001,電腦及週邊設備業,sii,2023,12,2023-12-01,67248047,47277288.0,43214289.0,42.24,55.62,591380815,235287756.0,151.34
1001,模擬1001,電腦及週邊設備業,sii,2024,1,2024-01-01,34434480,67248047.0,59265985.0,-48.79,-41.9,34434480,59265985.0,-41.9
1001,模擬1001,電腦及週邊設備業,sii,2024,2,2024-02-01,41664571,34434480.0,50379996.0,21.0,-17.3,76099051,109645981.0,-30.6
1001,模擬1001,電腦及週邊設備業,sii,2024,3,2024-03-01,43129617,41664571.0,41964870.0,3.52,2.78,119228668,151610851.0,-21.36
1001,模擬1001,電腦及週邊設備業,sii,2024,4,2024-04-01,59265905,43129617.0,38651668.0,37.41,53.33,178494573,190262519.0,-6.19
