"AssetId","DisplayName","Category","Group","StylePackId","Usage","Keep","Note","FileName","SourcePath","ManagedPath","IsDuplicate"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","False"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","","True"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","False"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","","True"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","True"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","False"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","True"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","","True"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","False"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP","Blue system UI / data / tools / general buttons.","Y","","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","","True"
