Date,A2 銅箔基板 CCL,A4 半導體化學品 / 光阻 / 耗材,A5 矽晶圓 / 靶材 / 研磨材,B1 ABF / FC-BGA 載板,B2 BT 載板 / 記憶體載板,B4 軟板 FPC,B5 PCB 設備 / 鑽針 / 檢測,C1 晶圓代工,C2 先進封裝設備 (CoWoS / SoIC),C3 廠務 / 無塵室 / 機電工程,C4 封測 OSAT,D2 DRAM / NOR / 利基記憶體,E1 AI ASIC 設計服務,E2 矽智財 IP,F1 AI OEM / ODM 整機櫃 (L10/L11),G1 水冷板 / CDU / 液冷系統,G4 風扇 / 馬達,G5 熱交換器 / 漏液感測,H1 伺服器電源 PSU / 電源模組,H2 BBU 備援電池模組,H3 重電 / 變壓器 / 開關設備,I1 CPO 共封裝光學 / 光引擎,I5 交換器 / 白牌網通設備,J1 MLCC 積層陶瓷電容,J3 電感 / TLVR / 磁性元件,J4 鋁電解 / 固態電容,J7 LTCC / 高頻被動模組,K3 AI PC 零組件 · IC,L1 光學鏡頭 / CIS,L2 低軌衛星 / 衛星通訊,L3 軍工航太,L4 機器人 / 自動化,L6 資安 / 系統整合,L7 工控 / 物流 / 供應鏈周邊,L8 生技醫療,M1 貨櫃航運,M2 散裝航運,M3 航空,M4 鋼鐵 · 扁鋼 / 不鏽鋼,M7 觀光餐飲
2026-01-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-01-20,104.5066456714868,100.75821310026504,100.47896315945843,101.75552766472788,102.44712758958568,99.16043258751108,100.65873511358174,101.44591087290459,101.44490261289816,101.63348170331216,101.72862181565195,100.47126629483323,100.01016997807153,101.49130542218235,102.33481847669064,100.56584217376587,100.60956844394066,101.2077323533259,100.90530104546407,101.11324104902549,100.9054026527804,101.92075405083764,101.3159860791344,101.96248045285616,101.89726563163092,101.67750005157814,98.9197746267642,100.55115166798947,100.1502434655516,102.07440446611861,101.22523841969571,100.91011169379885,101.75970152408094,100.26472543936558,101.8818129277436,99.33696414520261,101.0391775387241,100.41825148309125,100.87310634647825,102.0995706524802
2026-01-21,105.6294350353808,99.67326575662359,102.88278070948081,101.97421736065861,103.88440529715596,99.05872777261418,100.31830679260361,103.48991134766646,101.02662867517897,100.91048097845443,102.5790125547624,99.03670067992185,100.5685172524894,101.73620587481435,102.33764316721195,101.35544202668399,101.90747920577803,102.36379703725531,100.94450200714336,102.19328412038597,101.20269575449059,103.39716547173543,101.28997705385171,102.7954414250369,100.37239678148194,102.77144660942008,99.03978966593986,100.86321433744656,100.16129531307426,99.22791077619323,101.3514951194772,102.46431193469186,102.43573421522164,100.90236601553973,102.29852041491513,98.25751608457415,101.63384129502818,100.5125421415457,100.4850704735117,101.95427404041509
2026-01-22,106.07502714173314,99.13815278865813,101.43067832628856,104.73277075102267,105.07369836779222,100.81807877991582,99.09186108444705,104.41843159598608,100.48076165595975,100.73041308442309,103.476716824376,98.92026256640914,101.6919961172797,101.78095074032507,102.62956391760103,102.95982117736581,100.22837814125398,103.57638871561561,101.34256666399405,103.21591642622884,102.14177624671221,102.41676900767499,103.46269100747308,102.02680317270561,98.47269621985171,102.15714782308191,96.99524816964377,99.16337098581451,100.18606426150701,96.80199288946064,101.67850890149857,105.06642674900311,101.43980214348667,101.06118286463916,101.87216344351741,97.11416373130419,100.94329594988552,100.59649773516776,98.93426594939392,100.50379024887107
2026-01-23,105.08115304426533,99.6251390726761,100.97444407956702,108.04408329779056,103.62752876376216,99.19809564567898,102.1346060666076,106.91252317590104,101.56048353093261,101.37690139781496,103.8121893786462,98.95810126558547,103.40500642970629,104.10949295966365,104.90493551889287,104.34730497262122,99.92653353986009,104.24747329369815,101.26554258461546,104.6208482045125,104.29339383864958,104.10828186893708,104.91634473749801,102.11207099055929,103.13774361984918,102.58652648518665,97.94566424530584,100.2735829290754,100.81101466226974,98.89902328674191,102.82808814937617,109.12051836960887,100.40766144679749,100.81366211186005,103.01786400372778,97.60971747361532,100.18732734521612,102.22088479756944,97.29599364356709,100.41314636330142
2026-01-26,106.8672101587837,101.95094494333186,98.82851507713569,109.16557843270009,103.47416415865942,100.93107891018018,98.67831897794352,108.54887766502493,102.57941458893144,101.07924978998604,105.25380506769828,99.00783736011897,105.30843827988645,104.64615646914221,107.00343466291613,106.98791301861827,100.27825027582689,103.75870854573131,99.99537551354054,106.14722839351414,104.9490735192738,103.55144862382559,105.7548024412952,101.86963577434616,104.03234845357078,104.1702923432282,100.46226034426368,102.03684850946485,102.03685537704136,100.08693264532513,103.80100615154542,112.16229425925772,100.2973225009527,99.77000197321088,102.92099808442966,98.97850740361868,100.66713407883128,103.66752379920501,97.25198737759327,99.13567920383795
2026-01-27,104.32166526952972,101.43025333174188,96.34327140962762,109.10919265370302,98.50455529193323,103.5784840922247,97.86634561704169,106.14686639504788,100.62768614987307,98.81655876000104,103.68962195288555,95.59215655173902,104.67585660336901,102.92408379634018,106.2471660137739,106.5236471563493,97.15175606066327,102.58373091604483,99.0660645949061,104.60524509934672,103.22099114403979,102.25616558542943,107.6523347116403,99.23180671887718,104.69313451875276,101.95838152256772,98.27401881506138,101.42478577376805,100.26090598093033,97.0384209692316,103.36410586983341,111.58191682575566,99.00055879888369,97.38580589842354,102.4809905500581,98.00809310510276,101.30371457238132,101.254861392988,95.3693493463827,95.70713999208677
2026-01-28,102.15191941966705,103.30063952950557,96.50581035881628,108.5090877873937,99.04859333937227,106.19849561121828,97.48354764237665,107.663174502152,100.24592262697045,97.82579175269696,104.00684559017047,93.47130737525737,103.54033876729291,102.31517418334708,104.82935305838346,108.71055973454952,95.56765967934614,101.54867861040448,99.96210880595858,102.34519959914682,104.18542153334977,101.68563361580354,107.28287338970793,100.17336499974672,105.39503781048293,101.72878306376873,98.40201041655851,101.58727818538577,99.32798977209153,98.42456296233905,103.86867343948222,112.48678798441645,98.82804713020334,97.28736283122164,102.94675688978501,97.13186016776002,102.25626672652099,101.12383108148703,94.817737122687,94.468426624067
2026-01-29,103.02639410012615,104.09679216035367,95.96097156385065,109.217809473088,98.15906498433857,108.78901745517612,100.10143714039982,110.245948256537,100.29596616379686,100.09204000873295,106.73382146918256,92.67973905800903,103.44365997483658,102.22280047044751,104.2444207978438,113.38391079386129,94.39196960218457,102.74626332190277,101.75413729624925,102.45926377787598,105.63402612147227,103.16879469197109,109.10697426185176,102.04153348907602,108.80661410280854,98.3611994962485,100.62147172934137,104.34454284147225,100.26641047322804,97.58924782507069,107.24911034969314,114.96290481951623,99.72847582420371,99.29207790099947,104.81627121049378,97.1098455588755,104.9608535856166,103.30317214400714,95.12844892397855,95.46604440167658
2026-01-30,100.26693313778719,106.34991902893405,96.44917725231221,109.09507640946005,99.30307420168093,106.81018431863664,98.82830443072694,111.60787899529956,101.04669971736313,100.69875145354654,106.95034581909401,94.25870542055713,103.25785140248377,102.92412547037004,103.55561686402416,114.39191047567299,95.64147101561828,103.35259676453619,102.29426661250025,101.34927322676094,106.15123135319445,104.53862675320225,109.88358298557,102.56959645010129,110.73621878306415,95.48198312945166,100.02956990351541,105.43033047188153,100.97555985811601,97.60626238680823,108.65655579228756,116.93985838427272,100.71463400524325,100.52607164966983,105.31103097119635,97.48317785383313,106.90252356481098,103.45249384508143,94.51442090332812,94.67607222413383
