Date,A1 玻纖布 / 玻纖紗,A2 銅箔基板 CCL,A3 銅箔 / 樹脂 / 化工基材,A4 半導體化學品 / 光阻 / 耗材,A5 矽晶圓 / 靶材 / 研磨材,B1 ABF / FC-BGA 載板,B2 BT 載板 / 記憶體載板,B3 AI 高速板 / HDI / 主板 PCB,B4 軟板 FPC,B5 PCB 設備 / 鑽針 / 檢測,C1 晶圓代工,C2 先進封裝設備 (CoWoS / SoIC),C3 廠務 / 無塵室 / 機電工程,C4 封測 OSAT,C5 測試介面 / 探針卡 / 測試座,C6 材料分析 / 驗證檢測,D2 DRAM / NOR / 利基記憶體,D3 記憶體模組 / 控制 IC,E1 AI ASIC 設計服務,E2 矽智財 IP,E3 高速傳輸 / 介面 IC,E4 電源管理 IC (PMIC),E5 消費 / 網通 IC 設計,F1 AI OEM / ODM 整機櫃 (L10/L11),F2 主機板 / GPU 基板 (L6),F3 機殼 / 機櫃 / 結構件,F4 滑軌 / 導軌 / 精密機構,F5 連接器 / 高速線材 / 端子,G1 水冷板 / CDU / 液冷系統,G2 均熱片 / VC / 熱管,G3 快接頭 QD / 閥件 / 泵浦,G4 風扇 / 馬達,G5 熱交換器 / 漏液感測,H1 伺服器電源 PSU / 電源模組,H2 BBU 備援電池模組,H3 重電 / 變壓器 / 開關設備,H4 UPS / 機房基礎設施,H5 電線電纜 / 匯流排,I1 CPO 共封裝光學 / 光引擎,I2 FAU 光纖陣列 / 精密光學耦合,I3 雷射源 / 三五族磊晶,I4 光收發模組 / 光被動元件,I5 交換器 / 白牌網通設備,J1 MLCC 積層陶瓷電容,J2 晶片電阻 Chip Resistor,J3 電感 / TLVR / 磁性元件,J4 鋁電解 / 固態電容,J5 保護元件,J6 石英 / 頻率元件,J7 LTCC / 高頻被動模組,J8 變壓器 / PoE 磁性元件,J9 被動元件材料 / 設備,K1 AI PC 品牌,K2 NB / PC 代工 ODM,K3 AI PC 零組件 · IC,K5 AI PC 零組件 · 電池電源,L1 光學鏡頭 / CIS,L2 低軌衛星 / 衛星通訊,L3 軍工航太,L4 機器人 / 自動化,L5 電動車 / 車用零組件,L6 資安 / 系統整合,L7 工控 / 物流 / 供應鏈周邊,L8 生技醫療,M1 貨櫃航運,M2 散裝航運,M3 航空,M4 鋼鐵 · 扁鋼 / 不鏽鋼,M5 鋼鐵 · 條鋼 / 型鋼,M6 金融,M7 觀光餐飲,M8 傳產材料 / 其他
2026-01-19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2026-01-20,100.79033880417245,102.84274439046064,100.42339395758903,100.6201276583334,100.39332157946109,101.75552766472788,102.44712758958568,101.61606975914451,99.38717567337017,100.93854517602078,101.44591087290459,101.59037361698114,101.26890605063063,101.3698590853014,100.69924157724984,100.80751536485928,100.47126629483323,101.44603403133085,100.51240826668077,101.77007737808296,100.5589932062577,100.49592999157395,101.05244565110517,102.33481847669064,100.91143301179935,101.53135913306191,101.75644444518385,100.68871114016565,100.59904015927192,100.91808677610452,101.83683356553598,100.60956844394066,101.2077323533259,101.22062237351169,101.11324104902549,100.9054026527804,101.43370519613269,101.4521682861332,101.92075405083764,101.91299629482248,101.52913059698899,101.52974618616055,100.1730411138957,101.78072932558248,102.78902599671339,101.53823369840258,101.98485941891883,100.50698541326086,102.35413098588839,98.9197746267642,102.36136880171921,101.95821864297677,101.37745895308448,100.43130947467336,100.55115166798947,102.56134084429391,100.1502434655516,100.94119825837252,100.9381255804842,100.88285368896297,101.48592291989227,101.33926998471124,100.26472543936558,101.8818129277436,99.33696414520261,101.0391775387241,100.41825148309125,100.87310634647825,101.44632404890456,101.17584013268369,102.0995706524802,101.45103873781444
2026-01-21,100.65923376146458,104.02738432295237,100.8226360167233,100.29914739267633,102.55991960184909,101.97421736065861,103.88440529715596,101.33276051791283,99.60984990746397,100.59445246957351,103.48991134766646,101.22292919202168,100.85010268706355,101.96043648819168,100.08120389564655,101.67769987103877,99.03670067992185,101.75440481372229,101.16857189265387,102.42021953280158,100.62041636670203,100.90287397224215,100.9176336282469,102.33764316721195,102.44708982508206,101.5821521235224,101.59509215552364,101.0319843747618,101.15684214102214,101.26135607896516,103.15521895579725,101.90747920577803,102.36379703725531,101.28579202356232,102.19328412038597,101.20269575449059,101.03637513855142,101.1095557956594,103.39716547173543,100.40785466336214,102.02219744202327,101.61788455204683,101.5790850718213,102.68855452344073,106.2352300655729,101.05369617305145,103.14340387396348,101.49393465343498,102.71700348331103,99.03978966593986,102.03258862604021,102.16617909765284,101.23738073165012,101.404828322213,100.86321433744656,104.7275402309244,100.16129531307426,98.78866638124023,101.60149483788186,102.29767584500969,101.5969089039749,101.76956461859234,100.90236601553973,102.29852041491513,98.25751608457415,101.63384129502818,100.5125421415457,100.4850704735117,101.14086716171933,100.74646289518826,101.95427404041509,102.2456110936068
2026-01-22,100.47536893880802,103.80045693492825,99.42543629644561,99.90453105757818,101.57561967981584,104.73277075102267,105.07369836779222,101.70832913140877,100.38512015297628,100.41314232924536,104.41843159598608,100.6610195424385,100.6877722755476,102.83914452216452,100.17740059277654,101.19012803835517,98.92026256640914,101.1654029244597,101.83180162291669,102.58863560003726,100.60492779118378,99.68601735509577,100.5200349232777,102.62956391760103,103.36202987279778,101.1112082355749,101.39362273923899,101.18040204626787,102.29702679037041,100.94058386778335,101.90941510150093,100.22837814125398,103.57638871561561,101.48441370930642,103.21591642622884,102.14177624671221,100.22540032507433,100.85263199796042,102.41676900767499,100.67481104169656,101.6634175487452,101.62690240163793,102.50778971663843,102.23023838548197,109.7821676677194,99.78696409038147,102.90828239696766,101.59395613551855,102.84798879644912,96.99524816964377,102.96337595575477,101.23482205689777,100.60749039517381,102.13216404435771,99.16337098581451,104.02303947472099,100.18606426150701,97.90740864247837,101.31903624173165,104.45331081770436,101.72809171188722,100.89467667126209,101.06118286463916,101.87216344351741,97.11416373130419,100.94329594988552,100.59649773516776,98.93426594939392,101.79865848852069,100.09359887359855,100.50379024887107,101.93197007088372
2026-01-23,101.98344028516738,104.10569007282,100.2663773757243,101.12522002974846,101.53278698707422,108.04408329779056,103.62752876376216,102.36137743405081,99.57710073390744,101.74515750734477,106.91252317590104,101.68526552879443,101.59372384439713,103.6378584214173,101.36685354366219,100.15662368663486,98.95810126558547,100.627050219718,103.53605365560222,104.11472246268076,101.62358761494141,100.4384650528801,101.83589332069592,104.90493551889287,103.44757537507792,101.84986798503377,104.00766723189017,101.83699530036729,103.13391948293152,100.81535488978525,102.11643931390152,99.92653353986009,104.24747329369815,101.16695686333958,104.6208482045125,104.29339383864958,99.27284627602708,101.7256272735397,104.10828186893708,100.68540669577654,102.95879078412776,101.99492210141642,104.20966213069364,102.40198091615295,112.3983500807951,101.49633363576274,103.07728327952253,102.18099345671209,103.79578938906354,97.94566424530584,103.44543264717987,102.21882751275345,102.34571688383932,102.4156205736945,100.2735829290754,104.25272779832437,100.81101466226974,98.88127274180066,102.11909604601797,108.15908236070075,102.74483141758701,99.87742928857173,100.81366211186005,103.01786400372778,97.60971747361532,100.18732734521612,102.22088479756944,97.29599364356709,103.32691664127697,100.52301035227872,100.41314636330142,102.23519047267781
2026-01-26,103.41002910196374,105.55232485930765,101.51596528404467,102.83463993300153,99.7414137242087,109.16557843270009,103.47416415865942,103.6454520281106,100.95325488270268,101.59550564826183,108.54887766502493,102.72352606587422,101.47777635690575,105.03800288971847,102.20757717644237,101.09054435414828,99.00783736011897,101.33738238983462,105.48034288012587,104.91216067279437,102.1098010669951,101.95615892539186,101.86511556826737,107.00343466291613,104.59663632657988,102.38652834006041,104.64575519788163,102.02794371197305,105.27740201555491,101.43165428551492,103.92797221765824,100.27825027582689,103.75870854573131,100.28584464482877,106.14722839351414,104.9490735192738,98.89600800161205,101.06399373088048,103.55144862382559,101.23496156952845,102.82301876282227,102.81110044950722,104.97934751363093,102.31206237401918,114.45200424676136,101.87374302257508,104.00566067731468,102.5552280490731,103.91656822715174,100.46226034426368,104.94030460601513,101.99219004370246,102.90148447919921,102.92471342000817,102.03684850946485,105.61220716422226,102.03685537704136,99.48476292920216,103.13465036427708,110.74164381104542,103.11185408823904,100.28271624881246,99.77000197321088,102.92099808442966,98.97850740361868,100.66713407883128,103.66752379920501,97.25198737759327,103.56564165272376,100.20544190340007,99.13567920383795,102.99826597300546
2026-01-27,101.90952784031839,103.48082245167753,99.6719028506974,102.0681989064207,97.44239442681494,109.10919265370302,98.50455529193323,101.62668704006933,102.56962977840432,100.57045796737974,106.14686639504788,100.62254104509279,99.45961892488086,103.09287293868533,100.70734656474616,99.9272925399478,95.59215655173902,99.03591013727471,104.97567036895258,102.90337825401618,100.32835239105894,100.27935155195534,100.14343625308426,106.2471660137739,101.38582039510439,100.7653861813139,101.94356620862055,101.25803010069565,104.52947775795725,100.36364423815317,102.63586514732874,97.15175606066327,102.58373091604483,99.15823829154655,104.60524509934672,103.22099114403979,97.88984421786199,100.48607884293074,102.25616558542943,100.05180794717435,99.80648081289252,100.49377363186997,104.61300474712402,99.37026951855891,110.97272704381876,101.45504428239353,102.78895633425952,102.65309744860242,102.05197174096553,98.27401881506138,103.11796522926548,99.75554265655691,101.85784225580062,102.88018223492219,101.42478577376805,103.26908433098423,100.26090598093033,97.86667614076842,101.95070735658645,110.1767521143718,102.26600532170666,98.57977521405951,97.38580589842354,102.4809905500581,98.00809310510276,101.30371457238132,101.254861392988,95.3693493463827,100.98081221575124,99.01043145119313,95.70713999208677,101.25174555765606
2026-01-28,101.26918395472045,102.80606642573689,100.51264264737132,102.82059366243169,97.60567465362223,108.5090877873937,99.04859333937227,101.4303310105453,104.35865869420365,100.1238176420212,107.663174502152,100.28185189272841,98.90368730511611,103.10952106026976,100.99661592374312,100.5519925805582,93.47130737525737,99.29249383618517,104.33085434604264,101.95544287793263,100.21288293974304,100.85333442123857,99.94591348065484,104.82935305838346,100.30488419267047,100.62398180953295,103.4671863144903,101.17920741978317,106.61724841674044,99.9862750067621,102.09252299291296,95.56765967934614,101.54867861040448,99.76973844428842,102.34519959914682,104.18542153334977,97.98476912756948,100.55418339981274,101.68563361580354,99.31105864492781,100.67089303778147,99.5103562030266,104.51710718198088,100.15017320563038,109.44553531081328,101.70602134957635,102.1574477455045,101.84723554521338,101.88274894446492,98.40201041655851,101.97282369804628,99.92693661630733,101.04615485152344,103.49307886932692,101.58727818538577,103.55784818353106,99.32798977209153,97.75209956410461,102.61672126231414,110.67827472327424,101.28361667293086,98.26498361194187,97.28736283122164,102.94675688978501,97.13186016776002,102.25626672652099,101.12383108148703,94.817737122687,100.61249257587687,99.01671741027599,94.468426624067,100.71639303002662
2026-01-29,102.61028369989792,103.51062675854646,103.21126553878742,104.91588361779544,97.49282387421626,109.217809473088,98.15906498433857,103.42315056486125,106.6301218495856,101.55091185952817,110.245948256537,100.68312487384452,100.92620235827589,105.58440053146964,102.938601452889,103.10842419730268,92.67973905800903,101.39509013110064,105.40790196654109,102.23137104664315,102.63875489236398,102.2800007601995,101.1356303915618,104.2444207978438,100.31929478538999,102.2480684944956,106.0692972279591,101.30550203021647,110.60271412296612,101.25463719441018,102.69077141693113,94.39196960218457,102.74626332190277,101.4305509322974,102.45926377787598,105.63402612147227,98.88066706565249,101.16681026014838,103.16879469197109,99.86217625754142,102.27642454330169,100.82588277006248,105.89214118901137,101.99839341428482,114.2230296889878,103.09023536242255,100.59214388673985,103.50344244545761,103.84282000759636,100.62147172934137,102.8336609099259,102.31251966759844,103.04409749436849,103.95516305018509,104.34454284147225,104.90204754784,100.26641047322804,97.87532557226943,104.9534044541562,112.7951039499073,104.00181132794036,99.24738590689157,99.29207790099947,104.81627121049378,97.1098455588755,104.9608535856166,103.30317214400714,95.12844892397855,102.03666112273372,99.17845350600105,95.46604440167658,101.28040025116057
2026-01-30,102.54146966213325,102.84732023907921,103.54089639550219,106.18818468314453,97.71495177840428,109.09507640946005,99.30307420168093,103.51629422017368,105.2608581269629,100.982708759917,111.60787899529956,101.39071224164287,101.6378892871739,105.66698972774263,103.69270192214292,102.4165509412653,94.25870542055713,100.32990508774743,105.40557419072536,103.11138800237731,103.53275069028166,101.29698100702956,101.28498401598803,103.55561686402416,101.91214100778748,102.61161204169211,107.85464362654874,100.98338147994042,111.10680932810655,101.30866281342335,102.7164964086934,95.64147101561828,103.35259676453619,101.91527646689515,101.34927322676094,106.15123135319445,98.29617424718666,101.48724954468655,104.53862675320225,99.98519349183331,101.80128307917613,101.55344806915907,106.46163586015878,102.40211829587767,114.92731617357282,103.23573449386866,100.00236745644119,105.10439317927383,103.58634106641075,100.02956990351541,103.73728968977696,102.36197878536272,102.27603720571638,104.0268154897138,105.43033047188153,103.89742890769269,100.97555985811601,97.86324924832672,105.95641568617921,114.48731208843337,104.31577512980725,100.11390975842002,100.52607164966983,105.31103097119635,97.48317785383313,106.90252356481098,103.45249384508143,94.51442090332812,102.39726011343397,98.69164664935286,94.67607222413383,101.58756766656533
