"Time","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path"
"2026-06-15T14:44:18.804+08:00","Round0","POLICY","No Extraction Rerun","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","rerun","false","Verifier only.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418"
"2026-06-15T14:44:18.805+08:00","Round0","POLICY","No Canonical Promotion","OK_POLICY_LOCKED","LOW","SEQUENTIAL_GATED","P0","canonical","false","Canonical remains blocked.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418"
"2026-06-15T14:44:18.806+08:00","Round0","POLICY","Activate Pointer","OK_POINTER_ACTIVATION_REQUESTED","LOW","SEQUENTIAL_GATED","P0","activate","True","Pointer activation is explicit in this gate.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT"
"2026-06-15T14:44:18.807+08:00","Round0","POLICY","DuckDB Serving Only","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","duckdb_role","serving_layer","Parquet remains truth source.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418"
"2026-06-15T14:44:18.839+08:00","Round1","INPUT","SSOT 1B Runtime","OK_FOUND","LOW","PARALLEL_SAFE","P0","runtime","found","Latest SSOT 1B runtime found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\runtime\VRN_UnifiedSSOTBuilder_Runtime_v029SSOT1B.json"
"2026-06-15T14:44:18.845+08:00","Round1","INPUT","parquet","OK_FOUND","LOW","PARALLEL_SAFE","P0","exists","true","Required SSOT/stage path found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet"
"2026-06-15T14:44:18.846+08:00","Round1","INPUT","VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json","OK_FOUND","LOW","PARALLEL_SAFE","P0","exists","true","Required SSOT/stage path found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\VRN_ACTIVE_STAGE_POINTER_CANDIDATE_v029SSOT1B.json"
"2026-06-15T14:44:18.847+08:00","Round1","INPUT","VRN_ReportBasicInfo_StageFixed_v029VRN1C41.parquet","OK_FOUND","LOW","PARALLEL_SAFE","P0","exists","true","Required SSOT/stage path found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_BROKER_BACKFILL_GATE_v029VRN1C41_20260615_131852\stage_parquet\VRN_ReportBasicInfo_StageFixed_v029VRN1C41.parquet"
"2026-06-15T14:44:18.847+08:00","Round1","INPUT","VRN_ReportText_StageFixed_v029VRN1C3.parquet","OK_FOUND","LOW","PARALLEL_SAFE","P0","exists","true","Required SSOT/stage path found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VRN_PARQUET_UNIFIED_STAGE_REPAIR_GATE_v029VRN1C3_20260615_125541\stage_parquet\VRN_ReportText_StageFixed_v029VRN1C3.parquet"
"2026-06-15T14:44:19.144+08:00","Round1","ENGINE","pyarrow","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","pyarrow","available","pyarrow available.","C:\Python313\python.exe"
"2026-06-15T14:44:19.148+08:00","Round2","ENGINE","SSOT Verifier Engine","OK_CREATED","LOW","PARALLEL_SAFE","P0","script","created","SSOT verifier Python engine created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418\work\vrn_ssot_verifier_active_pointer_v029ssot1c.py"
"2026-06-15T14:44:20.423+08:00","Round2","VERIFY","SSOT Verifier","OK_VERIFIED","LOW","PARALLEL_SAFE","P0","exit","0","SSOT verification complete.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_SSOT_VERIFIER_ACTIVE_POINTER_SEAL_v029SSOT1C_20260615_144418\runtime\VRN_SSOTVerifierActivePointer_PythonRuntime_v029SSOT1C.json"
"2026-06-15T14:44:20.431+08:00","Round2","SSOT_TABLE","ticker_regex","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","6","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_TickerRegexSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.431+08:00","Round2","SSOT_TABLE","date_regex","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","6","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_DatePeriodRegexSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.431+08:00","Round2","SSOT_TABLE","rating_alias","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","16","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_RatingAliasSSOT_v029SSOT1B.parquet"
"2026-06-15T14:44:20.431+08:00","Round2","SSOT_TABLE","broker_alias","OK_FOUND","LOW","PARALLEL_SAFE","P2","rows","35","SSOT parquet table exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\SSOT\_runs\VRN_UNIFIED_SSOT_BUILDER_v029SSOT1B_20260615_143918\parquet\VRN_BrokerAliasSSOT_v029SSOT1B.parquet"
