"AssetId","DisplayName","FileName","SourcePath","ManagedPath","Category","Group","StylePackId","Extension","SizeHint","ColorHint","Sha256","IsDuplicate","DuplicateOf","Keep","Usage","Note","Bytes","Modified"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","4E8CEB16E47CD5B4E5BF519183700C9A2445F7519585D6D0A0F72D03F3D01A6D","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","Y","Blue system UI / data / tools / general buttons.","","1132","2026-03-23 10:45:06"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","4E8CEB16E47CD5B4E5BF519183700C9A2445F7519585D6D0A0F72D03F3D01A6D","False","","Y","Blue system UI / data / tools / general buttons.","","1132","2026-03-23 10:45:06"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","4E8CEB16E47CD5B4E5BF519183700C9A2445F7519585D6D0A0F72D03F3D01A6D","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","Y","Blue system UI / data / tools / general buttons.","","1132","2026-03-23 10:45:06"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","4E8CEB16E47CD5B4E5BF519183700C9A2445F7519585D6D0A0F72D03F3D01A6D","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","Y","Blue system UI / data / tools / general buttons.","","1132","2026-03-23 10:45:06"
"VIA-ICON-4E8CEB16E47C","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","4E8CEB16E47CD5B4E5BF519183700C9A2445F7519585D6D0A0F72D03F3D01A6D","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\account_circle_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__4E8CEB16E4.svg","Y","Blue system UI / data / tools / general buttons.","","1132","2026-03-23 10:45:06"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40 (1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","344D88DA89587A9B72C86EE9C857FFDDB9534F182711B426473F48F44BD91B90","False","","Y","Blue system UI / data / tools / general buttons.","","810","2026-03-23 10:53:24"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","344D88DA89587A9B72C86EE9C857FFDDB9534F182711B426473F48F44BD91B90","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","Y","Blue system UI / data / tools / general buttons.","","810","2026-03-23 10:53:24"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","344D88DA89587A9B72C86EE9C857FFDDB9534F182711B426473F48F44BD91B90","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","Y","Blue system UI / data / tools / general buttons.","","810","2026-03-23 10:46:17"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","344D88DA89587A9B72C86EE9C857FFDDB9534F182711B426473F48F44BD91B90","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","Y","Blue system UI / data / tools / general buttons.","","810","2026-03-23 10:53:24"
"VIA-ICON-344D88DA8958","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)","anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1).svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","344D88DA89587A9B72C86EE9C857FFDDB9534F182711B426473F48F44BD91B90","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\anchor_36dp_0000F5_FILL0_wght400_GRAD0_opsz40_(1)__344D88DA89.svg","Y","Blue system UI / data / tools / general buttons.","","810","2026-03-23 10:53:24"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","False","","Y","Blue system UI / data / tools / general buttons.","","1303","2026-03-23 10:44:20"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","Y","Blue system UI / data / tools / general buttons.","","1303","2026-03-23 10:44:20"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\00_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","Y","Blue system UI / data / tools / general buttons.","","1303","2026-03-23 10:44:20"
"VIA-ICON-BC31F91BC884","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","BC31F91BC884007733598A117BFE6105B55C8AA280573DE12DBB1B18152B90EA","True","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\emoji_symbols_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__BC31F91BC8.svg","Y","Blue system UI / data / tools / general buttons.","","1303","2026-03-23 10:44:20"
"VIA-ICON-0E4C859CBCCC","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40","family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40.svg","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\icon base\managed_icons\MATERIAL_SYMBOL_0000F5_36DP\01_registry_identity_anchor\family_history_36dp_0000F5_FILL0_wght400_GRAD0_opsz40__0E4C859CBC.svg","01_registry_identity_anchor","Registry / Identity","MATERIAL_SYMBOL_0000F5_36DP",".svg","36","#0000F5","0E4C859CBCCCC37A34943DAD0D216B4ED3338D2BE0A9589A1E78C41379ED13C0","False","","Y","Blue system UI / data / tools / general buttons.","","905","2026-03-23 11:05:26"
