"Time","Group","FileName","SourcePath","TargetPath","Status","Risk","CheckStatus","Sha256","Message"
"2026-06-08 20:15:45","10_Core_Runtime","VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Runtime_Bridge_All_in_One.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Runtime_Bridge_All_in_One.py","OK","LOW","FREEZE_LOCK_VERIFIED","b5bdd7a1f29df1325c2e2d9c26a62e7f287f05951ad27ef907ab7e6cb43e442f","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","10_Core_Runtime","VIA_RuntimeImportFirewall.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_RuntimeImportFirewall.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_RuntimeImportFirewall.py","OK","LOW","FREEZE_LOCK_VERIFIED","44e6514c7d2b242208611a36e9d725e2ad27a0bc05f16d731ded8f95a2a80900","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","10_Core_Runtime","VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Supportive_Runtime_HardGate_Bridge.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\10_Core_Runtime\VIA_Supportive_Runtime_HardGate_Bridge.py","OK","LOW","FREEZE_LOCK_VERIFIED","7bed139672c8e1b9c3f61fe12af23781fb865f10954a29bea4d9608755556fa6","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","20_Registry_SSOT","VIA_RegistryCore_v1.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_RegistryCore_v1.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_RegistryCore_v1.py","OK","LOW","FREEZE_LOCK_VERIFIED","f69dab6bd6c78f8bb012f2eda69064d08570221149777b2a9ab5269ccb8fdfdd","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","20_Registry_SSOT","VIA_SSOT_Unified.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_SSOT_Unified.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIA_SSOT_Unified.py","OK","LOW","FREEZE_LOCK_VERIFIED","613700c560aa1c95958f88cfb998f40d162dabfa955d26553279b345dc00c441","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","20_Registry_SSOT","VIS_Supportive_Module_Index.html","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_package_runs\VRN_PACKAGE_COMPAT_SMOKE_V061576_20260524_020553\VRN_PRODUCTION_PACKAGE_v061576\html_reports\VIS_Supportive_Module_Index.html","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.html","OK","LOW","FREEZE_LOCK_VERIFIED","8a38c287d890fc14051215c986e4a66fab557ad62f5434e9ecfb0e5dc899b4c2","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","20_Registry_SSOT","VIS_Supportive_Module_Index.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_Supportive_Module_Index.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\20_Registry_SSOT\VIS_Supportive_Module_Index.json","OK","LOW","FREEZE_LOCK_VERIFIED","d8226503e7d46077ddec8024a46fc691020bc183d478b191c2c475a4b243c63a","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","30_HardGate_Governance","VIA_HardGate_SealEngine.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_HardGate_SealEngine.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_HardGate_SealEngine.py","OK","LOW","FREEZE_LOCK_VERIFIED","8fe7c3fac5a244b3c15417dca983265c703503495784abb601fdd573c43de9fb","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","30_HardGate_Governance","VIA_Panorama_AST_RuntimeInjector.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Panorama_AST_RuntimeInjector.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Panorama_AST_RuntimeInjector.py","OK","LOW","FREEZE_LOCK_VERIFIED","63cefe28feeb3a5493d69d3df95557857bf7e371ceb4693a366d6043fdcaba0b","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","30_HardGate_Governance","VIA_Supportive_HardGate_Seal.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Supportive_HardGate_Seal.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.json","OK","LOW","FREEZE_LOCK_VERIFIED","61377677573ca329539355026571083e983f2274c2476d81bffba3571572ad8e","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","30_HardGate_Governance","VIA_Supportive_HardGate_Seal.ps1","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_Supportive_HardGate_Seal.ps1","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_Supportive_HardGate_Seal.ps1","OK","LOW","FREEZE_LOCK_VERIFIED","e748f25011abee2fe9118958cda34fc1339130469ac06676028211f477abd390","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","30_HardGate_Governance","VIA_VRN_HardGate_Bridge_Seal.json","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_VRN_HardGate_Bridge_Seal.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\30_HardGate_Governance\VIA_VRN_HardGate_Bridge_Seal.json","OK","LOW","FREEZE_LOCK_VERIFIED","c294c9426c75eecb9f119d66e1ff6b9cea0d02d590f465222604c4e30dd0ac6c","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","40_Environment_Health","VIA_EnvManager.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIA_EnvManager.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIA_EnvManager.py","OK","LOW","FREEZE_LOCK_VERIFIED","e9aeb5985276b97f36f2ff8e74b7a3a6a63ea577aeebcbaddb6366c115a0e5a8","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","40_Environment_Health","VIS_InstallHealthRegistry.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VIS_InstallHealthRegistry.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\40_Environment_Health\VIS_InstallHealthRegistry.py","OK","LOW","FREEZE_LOCK_VERIFIED","6d68e22432fe7d1ebc72a6ce75036ea4d5041e97c1bf81ba43bc370180336942","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","50_Protection_Acceleration","VeritasAegisNexus.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VeritasAegisNexus.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py","OK","LOW","FREEZE_LOCK_VERIFIED","4a9443686a8f5de076a9f69d4cd00fab9576180d17f9fe03f9ff59a526be4d7d","Freeze lock verified. Target file exists and SHA256 matches."
"2026-06-08 20:15:45","50_Protection_Acceleration","VeritasCeleritas.py","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\supportive_module\VeritasCeleritas.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasCeleritas.py","OK","LOW","FREEZE_LOCK_VERIFIED","ecb06be4badb7ce648e275a4c35a1ac44759f155ab39a137f9fbbbb7a536a1d0","Freeze lock verified. Target file exists and SHA256 matches."
