"Time","Round","Stage","Flow","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","ACTIVE_POINTER","VDF_ACTIVE_POINTER.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_POINTER.json"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","ALLFLOW_MASTER_POINTER","VDF_ALLFLOW_MASTER_POINTER.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_POINTER.json"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","LATEST_ALLFLOW_FREEZE_POINTER","VDF_LATEST_ALLFLOW_MASTER_FREEZE_POINTER.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_LATEST_ALLFLOW_MASTER_FREEZE_POINTER.json"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","SSOT","VDF_Extraction_Params_SSOT.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_ssot\VDF_Extraction_Params_SSOT.json"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","HEADER_REGISTRY","VDF_DataScope_HeaderRegistry_SSOT.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_ssot\VDF_DataScope_HeaderRegistry_SSOT.json"
"2026-06-09 23:18:24","Round1","PANORAMA","CORE","SUPPORTIVE_MANIFEST","VDF_SupportiveTools_ImportManifest.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_ssot\VDF_SupportiveTools_ImportManifest.json"
"2026-06-09 23:18:24","Round1","TEST_DEBUG","CORE","ACTIVE_ENTRY","Invoke-VDF.ps1","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","DC72773B64F027CC8699199F3E315586AFB2BF0DEAF7D0B7B3430CF57A3A73FD","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1"
"2026-06-09 23:18:24","Round1","TEST_DEBUG","CORE","ACTIVE_ENTRY_AST","Invoke-VDF.ps1","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","ast_parse","ok","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1"
"2026-06-09 23:18:24","Round1","TEST_DEBUG","CORE","FETCH_ENTRY","Invoke-VDF-Fetch.ps1","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","exists_sha256","C625DA53435FBC27CDE102F634D8BC9BF4BD22DEA728E2B6499F0077305F7364","File exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1"
"2026-06-09 23:18:24","Round1","TEST_DEBUG","CORE","FETCH_ENTRY_AST","Invoke-VDF-Fetch.ps1","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","ast_parse","ok","PowerShell AST parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1"
"2026-06-09 23:18:24","Round1","PANORAMA","TWSE","TWSE_SEED_MANIFEST","VDF_TWSEOfficialSeed_Manifest_v018.json","OK","LOW","PARALLEL_SAFE","P0","NO_FETCH","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
