"RunId","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path","Time"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","Invoke-VDF.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=DC72773B64F027CC8699199F3E315586AFB2BF0DEAF7D0B7B3430CF57A3A73FD","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","Invoke-VDF-Fetch.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=C625DA53435FBC27CDE102F634D8BC9BF4BD22DEA728E2B6499F0077305F7364","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL000_README.md","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=26C50C22648E9ADC3588473FF4119BFEB94EE8B8A9DA9C8972A89934C6C44288","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL000_README.md","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL001_TWEquityEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=F89F2A53F8A5E89B25EB2C701BD26D5D3D3FAB88F2BB63E27D36C848E9C5FA16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWEquityEngine.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL001_TWUniverseVerify.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=67EF6FCE465F43364EBBE4E43B41A54EABF9B3A78B7A20843DD18A92362F1231","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWUniverseVerify.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL002_YFinanceFetchingEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=E5DBB168E8CCCE8DFCE00CB6BBB485D9B30B72202B39E9F2E832392E27E7D676","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL002_YFinanceFetchingEngine.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL003_SentimentMacroEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=CB9C413E7C1F6162FA12BE99995170A340F661F9B7BA30F44493956B57A38D14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL003_SentimentMacroEngine.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL004_TWFullMarketEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=B5748EA4A58344D7223D4D6C815C6B5F5EFDBA4A97CFD81F83C95C0A972F0072","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL004_TWFullMarketEngine.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL005_TWStockFilter.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=49861A44FCF1EF06F21C446F3D49534D8A3B0FA3AB841D6BF4665CDF0BCF2D29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL005_TWStockFilter.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL006_FinancialModel.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=3DA0113E352DEC5CE30176586B876C5C862E2564B209A2E3F900CCFD4974A1A5","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL006_FinancialModel.py","2026-06-17 00:11:58"
"RUN_20260617_001157_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL007_SSOTResolver.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=AF23FD2DB2B9C0BBF8DB1ED0655EB344BE2698ED03203F7F114AEE723ACE158F","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL007_SSOTResolver.py","2026-06-17 00:11:58"
