"Round","Stage","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"Round0","BOOT","PROJECT_ROOT","VeritasIntelligenceAnalytics","OK","LOW","PARALLEL_SAFE","P0","INVALID_MAPPING_REPAIR_ONLY","exists","true","Project root exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics"
"Round0","POLICY","NO_DB_WRITE","DATABASE","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","INVALID_MAPPING_REPAIR_ONLY","db_write_enabled","false","No DATABASE write.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF"
"Round0","POLICY","NO_CANONICAL_MERGE","Canonical Merge","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","INVALID_MAPPING_REPAIR_ONLY","canonical_merge_enabled","false","No canonical merge.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222"
"Round0","POLICY","PRESERVE_VALID_ROWS","120 valid rows","OK_POLICY_LOCKED","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","mutate_valid_rows","false","Valid rows are copied forward only; no mutation.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222"
"Round1","DISCOVERY","VALID_ROWS","v027.8.3 Valid Rows","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","source","valid_rows","Locked v027.8.3 valid rows source.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\preview\VDF_AkShare_DedupGate_ValidRows_v02783.csv"
"Round1","DISCOVERY","INVALID_QUARANTINE","v027.8.3 Invalid Quarantine","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","source","invalid_quarantine","Locked v027.8.3 invalid quarantine source.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DEDUP_INVALID_QUARANTINE_GATE_v02783_20260611_012926\preview\VDF_AkShare_DedupGate_InvalidQuarantineRows_v02783.csv"
"Round2","INVALID_MAPPING_REPAIR","PYTHON_ENGINE","Execution","OK_EXECUTED","LOW","PARALLEL_SAFE","P0","INVALID_MAPPING_REPAIR_ONLY","stdout","ok","{""generated_at"": ""2026-06-11T01:32:23.290533"", ""status"": ""VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_READY_WITH_PARTIAL_REPAIR"", ""risk"": ""MEDIUM"", ""recommendation"": ""ALLOW_V027841_REMAINING_INVALID_REPAIR_GATE_NO_DB_WRITE"", ""metrics"": {""preserved_valid_rows"": 120, ""input_invalid_rows"": 30, ""repaired_rows"": 30, ""still_invalid_rows"": 0, ""combined_rows"": 150, ""duplicate_after_repair"": 30}, ""artifacts"": {""preserved_valid_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\preview\\VDF_AkShare_InvalidRepair_PreservedValidRows_v02784.csv"", ""repaired_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\preview\\VDF_AkShare_InvalidRepair_RepairedRows_v02784.csv"", ""still_invalid_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\preview\\VDF_AkShare_InvalidRepair_StillInvalidRows_v02784.csv"", ""combined_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\preview\\VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.csv"", ""combined_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\preview\\VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.json"", ""rootcause_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\registry\\VDF_AkShare_InvalidMappingRepair_RootCause_v02784.csv"", ""repair_audit_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\registry\\VDF_AkShare_InvalidMappingRepair_Audit_v02784.json"", ""execution_gate_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\\plan\\VDF_AkShare_InvalidMappingRepair_ExecutionGateReview_v02784.json""}, ""next_step"": ""v027.8.4.1 remaining invalid repair gate only; no DB write""}
","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\runtime\vdf_akshare_invalid_mapping_repair_gate_v02784.py"
"Round2","INVALID_MAPPING_REPAIR","PRESERVED_VALID_ROWS","Preserved Valid Rows","OK_PRESERVED","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","rows","120","Valid rows copied forward without mutation.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\preview\VDF_AkShare_InvalidRepair_PreservedValidRows_v02784.csv"
"Round2","INVALID_MAPPING_REPAIR","REPAIRED_ROWS","Repaired Invalid Rows","OK_REPAIRED_PREVIEW_CREATED","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","repaired_rows","30","Invalid rows repaired in preview.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\preview\VDF_AkShare_InvalidRepair_RepairedRows_v02784.csv"
"Round2","INVALID_MAPPING_REPAIR","STILL_INVALID_ROWS","Still Invalid Rows","OK_ZERO_INVALID","LOW","SEQUENTIAL_GATED","P0","INVALID_MAPPING_REPAIR_ONLY","still_invalid_rows","0","All invalid rows repaired.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_INVALID_MAPPING_REPAIR_GATE_v02784_20260611_013222\preview\VDF_AkShare_InvalidRepair_CombinedCandidatePreview_v02784.csv"
