"Round","Stage","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"Round0","BOOT","PROJECT_ROOT","VeritasIntelligenceAnalytics","OK","LOW","PARALLEL_SAFE","P0","EXECUTION_READINESS_REVIEW_ONLY","exists","true","Project root exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics"
"Round0","POLICY","NO_DB_WRITE","DATABASE","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","EXECUTION_READINESS_REVIEW_ONLY","db_write_enabled","false","No DATABASE write in v027.9.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF"
"Round0","POLICY","NO_CANONICAL_MERGE","Canonical Merge","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","EXECUTION_READINESS_REVIEW_ONLY","canonical_merge_enabled","false","No canonical merge in v027.9.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210"
"Round0","POLICY","REVIEW_ONLY","Execution Readiness","OK_POLICY_LOCKED","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","write_permission","false","This stage can only produce review seal; no execution.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210"
"Round1","DISCOVERY","UNIQUE_FINAL","v027.8.4.2 Unique Final Rows","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","source","unique_final_rows","Locked unique final rows source.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\preview\VDF_AkShare_DuplicateRepair_UniqueFinalRows_v027842.csv"
"Round1","DISCOVERY","DUPLICATE_QUARANTINE","v027.8.4.2 Duplicate Quarantine","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","source","duplicate_quarantine","Locked duplicate quarantine source.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_DUPLICATE_REPAIR_REVIEW_GATE_v027842_20260611_013908\preview\VDF_AkShare_DuplicateRepair_DuplicateQuarantineRows_v027842.csv"
"Round2","READINESS_REVIEW","PYTHON_ENGINE","Execution","OK_EXECUTED","LOW","PARALLEL_SAFE","P0","EXECUTION_READINESS_REVIEW_ONLY","stdout","ok","{""generated_at"": ""2026-06-11T02:02:11.002775"", ""status"": ""VDF_AKSHARE_EXECUTION_READINESS_REVIEW_READY_WITH_QUARANTINE"", ""risk"": ""MEDIUM"", ""recommendation"": ""ALLOW_V0280_FREEZE_SEAL_REVIEW_ONLY_NO_DB_WRITE"", ""metrics"": {""unique_final_rows"": 121, ""duplicate_quarantine_rows"": 29, ""duplicate_after_review"": 0, ""still_invalid_rows"": 0, ""empty_canonical_key_rows"": 0, ""schema_warn_count"": 0}, ""artifacts"": {""readiness_final_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\preview\\VDF_AkShare_v0279_ReadinessFinalRows.csv"", ""readiness_final_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\preview\\VDF_AkShare_v0279_ReadinessFinalRows.json"", ""duplicate_quarantine_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\preview\\VDF_AkShare_v0279_DuplicateQuarantineRows.csv"", ""schema_audit_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF_AkShare_v0279_SchemaAudit.csv"", ""key_audit_csv"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\registry\\VDF_AkShare_v0279_KeyAudit.csv"", ""readiness_seal_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\plan\\VDF_AkShare_v0279_ExecutionReadinessSeal.json"", ""next_plan_json"": ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\\plan\\VDF_AkShare_v0280_NextActionPlan.json""}, ""next_step"": ""v028.0 freeze seal review only; no DB write""}
","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\runtime\vdf_akshare_execution_readiness_review_v0279.py"
"Round2","READINESS_REVIEW","UNIQUE_FINAL","Readiness Final Rows","OK_READY_SOURCE","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","unique_final_rows","121","Readiness final rows produced.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\preview\VDF_AkShare_v0279_ReadinessFinalRows.csv"
"Round2","READINESS_REVIEW","DUPLICATE_CHECK","Duplicate After Review","OK_ZERO_DUPLICATE","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","duplicate_after_review","0","No duplicate in readiness final rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\preview\VDF_AkShare_v0279_ReadinessFinalRows.csv"
"Round2","READINESS_REVIEW","INVALID_CHECK","Still Invalid Rows","OK_ZERO_INVALID","LOW","SEQUENTIAL_GATED","P0","EXECUTION_READINESS_REVIEW_ONLY","still_invalid_rows","0","No invalid row in readiness final rows.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_EXECUTION_READINESS_REVIEW_v0279_20260611_020210\preview\VDF_AkShare_v0279_ReadinessFinalRows.csv"
