"Round","Stage","Layer","Name","Status","Risk","FixClass","Priority","Mode","Metric","Value","Message","Path"
"Round0","BOOT","PROJECT_ROOT","VeritasIntelligenceAnalytics","OK","LOW","PARALLEL_SAFE","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","exists","true","Project root exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics"
"Round0","POLICY","NO_DB_WRITE","DATABASE","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","db_write_enabled","false","No DATABASE write in v028.4.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE"
"Round0","POLICY","NO_CANONICAL_MERGE","Canonical Merge","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","canonical_merge_enabled","false","No canonical merge in v028.4.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432"
"Round0","POLICY","SCRIPT_GENERATION_ONLY","Generated Script","OK_POLICY_LOCKED","LOW","SEQUENTIAL_REQUIRED","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","script_execute_now","false","Generate staging-write script but do not execute it.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\generated_script"
"Round1","DISCOVERY","V02832_RESULT","v028.3.2 Result","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","source","v02832","Locked v028.3.2 result.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02832_20260611_031541\runtime\vdf_akshare_backup_rollback_staging_plan_hotfix_result_v02832.json"
"Round1","DISCOVERY","STAGING_PLAN","v028.3.2 Staging Plan","OK_SOURCE_LOCKED","LOW","SEQUENTIAL_GATED","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","source","staging_plan","Locked staging plan.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_BACKUP_ROLLBACK_STAGING_PLAN_HOTFIX_v02832_20260611_031541\plan\VDF_AkShare_v02832_StagingWritePlan.json"
"Round2","SCRIPT_GENERATION","GENERATED_SCRIPT","Guarded Staging Write Script","OK_SCRIPT_GENERATED","LOW","SEQUENTIAL_GATED","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","script_executed_now","false","Generated guarded script. Not executed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\generated_script\Invoke-VDF-AkShare-StagingWrite-GENERATED-NOT-RUN-v0285.ps1"
"Round2","SCRIPT_GENERATION","SCRIPT_HASH","Generated Script Hash","OK_HASH_CREATED","LOW","PARALLEL_SAFE","P1","STAGING_WRITE_SCRIPT_GENERATION_ONLY","sha256","SKIPPED_CURRENT_RUNROOT","Generated script hash created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\registry\VDF_AkShare_v0284_GeneratedScriptHash.json"
"Round3","APPROVAL","USER_GATE","Approval Gate","WARN_APPROVAL_REQUIRED","MEDIUM","SEQUENTIAL_REQUIRED","P0","STAGING_WRITE_SCRIPT_GENERATION_ONLY","approved_now","false","Actual write not approved. Next stage is script review only.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\plan\VDF_AkShare_v0284_UserApprovalGate.json"
"Round3","CHECKLIST","PRE_EXECUTION","Pre-execution Checklist","OK_CHECKLIST_CREATED","LOW","SEQUENTIAL_GATED","P1","STAGING_WRITE_SCRIPT_GENERATION_ONLY","items","10","Pre-execution checklist created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_STAGING_WRITE_SCRIPT_GENERATION_APPROVAL_v0284_20260611_033432\registry\VDF_AkShare_v0284_PreExecutionChecklist.csv"
