Date,SOXRet,TWSERet,VIXLevel,US10YDiff,JPYDiff,TWDResidual,OilDiff,ZVix,ZUs10y,ZJpy,ZTwd,ZOil,MacroStressIndex,StressState,ExposureMultiplier
2025-10-01,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,,,,,0.0,MID,0.5
2025-10-02,-0.019410022200679933,-0.012517497950556946,17.57891034579034,-0.01287401701239427,-0.002242204969337956,0.0011357339921902118,0.030700990790466634,,,,,,0.0,MID,0.5
2025-10-03,7.94284985389034e-05,0.01353318222231565,17.45115317833742,0.013409014766911564,-0.0015920746490812733,-0.0018832935167982469,0.008294375615196185,,,,,,0.0,MID,0.5
2025-10-06,0.001656569180978098,0.004788219135078565,17.60710814590789,-0.052648189442516764,0.0031119422680782167,0.0017539451510304783,0.004782581757113229,,,,,,0.0,MID,0.5
2025-10-07,-0.0006715935857474155,-0.003868415510450724,17.706585588120603,0.006028608569745927,0.013882068052665616,-0.0010345033431484012,0.008712081704530876,0.8572613929004479,0.5836786185609124,1.6992935976590335,-0.6865667336625957,-0.15106224529887768,0.5109371079417503,MID,0.5
2025-10-08,0.028042953624073823,0.009506640086780004,17.495254988084664,0.007140654828779707,0.006500878572760634,-0.0010116475691954348,0.0010514661688749236,0.08892097162507369,0.5610081405934291,0.5260794443728831,-0.5980172765394361,-0.6993944877830245,0.015135131424189943,MID,0.5
2025-10-09,-0.027302762194501624,-0.02494516686300732,17.399488607861503,0.0004921959869137144,-0.0022478848510754795,-0.0014510160325463329,-0.000733049433805316,-0.2764549948664564,0.2679509450672889,-0.7929936356536443,-0.8006753929307393,-0.7590947747158221,-0.44812158162740634,MID,0.5
2025-10-10,0.028292920896020486,0.018755610965413887,17.362099645081457,-0.03469687520525752,0.0016851736174537486,0.003044451062567082,0.004589393544831638,-0.41021031359742083,-1.1055062894680625,-0.12682077519312532,1.7039201653711877,-0.25473857678848655,-0.04644474477562822,MID,0.5
2025-10-13,-0.02049343743084973,-0.023338979892994046,17.33950814701462,0.014722395818325597,0.0038019943405440204,0.00035352179501692066,0.0028888890308959195,-0.4818433320146353,0.920804184564403,0.2418498126350032,0.1544675839632509,-0.39682100277581583,0.08344033281250024,MID,0.5
2025-10-14,-0.010455335159652378,-0.014787111174583856,17.153501021489152,-0.011605999232705671,0.006459680699206593,0.0022518249962441054,-0.0022871246563619216,-1.2052889510169278,-0.21131802469736394,0.6968960105971685,1.148343150181086,-0.852449598707047,-0.10240545034411086,MID,0.5
