"Time","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path"
"2026-06-17 01:25:53","Round0","POLICY","Safety Policy","OK_LOCKED","LOW","SEQUENTIAL_GATED","P0","policy","append-only","No DB write, no canonical merge, no destructive delete, no stop-process.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools\VIA_FirstStep_PanoramaSandbox"
"2026-06-17 01:25:53","Round0","HOTFIX","v0.3.1 GenericList Safe Enumerator","OK_ENABLED","LOW","PARALLEL_SAFE","P0","fix","def_AsArraySafe","Generic.List and scalar unwrap handling patched.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\tools\VIA_FirstStep_PanoramaSandbox"
"2026-06-17 01:25:53","Round0","ROOT","VIA Root","OK_FOUND","LOW","PARALLEL_SAFE","P0","exists","True","Root exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics"
"2026-06-17 01:25:53","Round0","ACCELERATOR","Run Isolation","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Timeout Guard","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","AST Before Invoke","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Module Cache First","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Network Retry Lite","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Hash Inventory","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Sandbox Copy","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Low-Memory Scan","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","Hydra Gate","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round0","ACCELERATOR","HTML Matrix","OK_ENABLED","LOW","PARALLEL_SAFE","P1","enabled","True","Accelerator enabled.",""
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","pwsh","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Program Files\PowerShell\7\pwsh.exe","PowerShell 7 orchestration available.","C:\Program Files\PowerShell\7\pwsh.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","powershell","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Windows PowerShell fallback available.","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","python","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Python313\python.exe","Python package/runtime probe available.","C:\Python313\python.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","pip","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Python313\Scripts\pip.exe","Python package installer available.","C:\Python313\Scripts\pip.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","node","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Program Files\nodejs\node.exe","JavaScript syntax checks available.","C:\Program Files\nodejs\node.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","npm","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Program Files\nodejs\npm.ps1","Node package manager available.","C:\Program Files\nodejs\npm.ps1"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","dotnet","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Program Files\dotnet\dotnet.exe",".NET build/test available.","C:\Program Files\dotnet\dotnet.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","git","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\Program Files\Git\cmd\git.exe","source control check available.","C:\Program Files\Git\cmd\git.exe"
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","winget","WARN_MISSING","MEDIUM","PARALLEL_SAFE","P2","path","","Windows package manager not found; continuing.",""
"2026-06-17 01:25:53","Round1","NATIVE_TOOL","curl","OK_FOUND","LOW","PARALLEL_SAFE","P1","path","C:\WINDOWS\system32\curl.exe","network fetch probe available.","C:\WINDOWS\system32\curl.exe"
"2026-06-17 01:25:53","Round1","PS_MODULE","PSScriptAnalyzer","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","1.25.0","AST/lint/static findings/fixable rules.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\PSScriptAnalyzer\1.25.0\PSScriptAnalyzer.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","Pester","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","5.7.1","unit/integration tests.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\Pester\5.7.1\Pester.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","PSWriteHTML","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","1.40.0","rich HTML reports.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\PSWriteHTML\1.40.0\PSWriteHTML.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","ImportExcel","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","7.8.10","xlsx/csv review.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\ImportExcel\7.8.10\ImportExcel.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","PSFramework","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","1.13.419","structured logging.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\PSFramework\1.13.419\PSFramework.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","PSReadLine","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","2.4.5","interactive shell enhancement.","C:\program files\powershell\7\Modules\PSReadLine\PSReadLine.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","CompletionPredictor","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","0.1.1","command prediction.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\CompletionPredictor\0.1.1\CompletionPredictor.psd1"
"2026-06-17 01:25:53","Round1","PS_MODULE","Microsoft.PowerShell.SecretManagement","OK_PRESENT","LOW","PARALLEL_SAFE","P1","version","1.1.2","secret abstraction.","C:\Users\tonyk\OneDrive\Documents\PowerShell\Modules\Microsoft.PowerShell.SecretManagement\1.1.2\Microsoft.PowerShell.SecretManagement.psd1"
