"Time","Round","Lane","Stage","Name","Status","Risk","FixClass","Priority","Metric","Value","Message","Path"
"2026-06-11T12:36:39.168+08:00","Round0","CONTROL","POLICY","No DB Write","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","db_write","false","No production DB write.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\DATABASE"
"2026-06-11T12:36:39.174+08:00","Round0","CONTROL","POLICY","No Canonical Merge","OK_POLICY_LOCKED","LOW","PARALLEL_SAFE","P0","canonical_merge","false","No canonical merge.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639"
"2026-06-11T12:36:39.175+08:00","Round0","CONTROL","POLICY","No Stop-Process","OK_POLICY_LOCKED","LOW","SEQUENTIAL_GATED","P0","stop_process","false","PID health check only; no process kill.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639"
"2026-06-11T12:36:39.175+08:00","Round0","CONTROL","POLICY","Network / Parallel Locked","OK_POLICY_LOCKED","LOW","SEQUENTIAL_GATED","P0","network_parallel","false","Aegis network locked; Celeritas parallel locked.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639"
"2026-06-11T12:36:39.273+08:00","Round0","SMOKE","RUNTIME","Latest v02866 Runtime","OK_FOUND","LOW","PARALLEL_SAFE","P0","runtime","found","Latest smoke runtime found.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_SMOKE_TEST_v02866_20260611_121401\runtime\VIA_ActivationSmokeTest_Runtime_v02866.json"
"2026-06-11T12:36:39.382+08:00","Round1","VALIDATION","AST","Invoke-VIA-ALL.ps1 Parse","OK_PARSE","LOW","SEQUENTIAL_REQUIRED","P0","parse_errors","0","Target parses cleanly.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1"
"2026-06-11T12:36:39.400+08:00","Round1","RISK","AST_EXEC","Forbidden Commands","OK_NONE_FOUND","LOW","SEQUENTIAL_REQUIRED","P0","forbidden","0","No forbidden executable command.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\60_PowerShell_Entry_Internal\Invoke-VIA-ALL.ps1"
"2026-06-11T12:36:39.432+08:00","Round1","LONGRUN","PID","Smoke PID Alive","OK_LONGRUN_PID_ALIVE","LOW","SEQUENTIAL_GATED","P0","alive","true","Timeout likely means long-running service candidate.","20920"
"2026-06-11T12:36:39.440+08:00","Round2","LONGRUN","STDERR","Smoke STDERR","OK_EMPTY_OR_NOT_WRITTEN","LOW","PARALLEL_SAFE","P1","fatal","false","stderr empty or not flushed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_SMOKE_TEST_v02866_20260611_121401\runtime\VIA_SmokeTest_stderr_v02866.txt"
"2026-06-11T12:36:39.441+08:00","Round2","LONGRUN","STDOUT","Smoke STDOUT","WARN_EMPTY_OR_NOT_WRITTEN","LOW","PARALLEL_SAFE","P2","chars","0","stdout empty or not flushed.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_ACTIVATION_SMOKE_TEST_v02866_20260611_121401\runtime\VIA_SmokeTest_stdout_v02866.txt"
"2026-06-11T12:36:41.475+08:00","Round2","HARDGATE","SUPPORTIVE","Supportive Module HardGate","OK_HARD_PASS","LOW","SEQUENTIAL_GATED","P0","blockers","0","All supportive modules pass register-only HardGate.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\registry\VIA_SupportiveHardGate_Audit_v02867.csv"
"2026-06-11T12:36:41.491+08:00","Round2","HARDGATE","PLAN","HardGate Integration Plan","OK_PLAN_CREATED","LOW","SEQUENTIAL_GATED","P0","network_parallel","locked","Network=false; parallel=false.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639\registry\VIA_HardGateIntegrationPlan_v02867.json"
"2026-06-11T12:36:41.496+08:00","Round3","FINAL","SEAL","Final Activation Seal","FINAL_ACTIVATION_SEAL_READY_WITH_LONGRUN_REVIEW","LOW","SEQUENTIAL_GATED","P0","status","FINAL_ACTIVATION_SEAL_READY_WITH_LONGRUN_REVIEW","Final seal decision created.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VIA_FINAL_LONGRUN_SEAL_v02867_20260611_123639"
