"Time","Round","Layer","Name","Status","Risk","FixClass","Metric","Value","Message","Path","Sha256"
"2026-06-09 04:03:29","Round0","UNIFIED_INPUT_SSOT","VIA_UnifiedInput_SSOT.json","OK","LOW","PARALLEL_SAFE","load","ok","Unified input SSOT loaded.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\VIA_UnifiedInput_SSOT.json","af00671291fc9037eb95115e313b91c594060d09f64ef6535329a7c996ff434e"
"2026-06-09 04:03:29","Round0","STATUS","freeze_status","OK","LOW","SEQUENTIAL_REQUIRED","status","FREEZE_CANDIDATE","Ready to promote to ACTIVE_READY.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\VIA_UnifiedInput_SSOT.json","af00671291fc9037eb95115e313b91c594060d09f64ef6535329a7c996ff434e"
"2026-06-09 04:03:29","Round0","CORE_READY","Read_Me_VeritasNexusCore.md","OK","LOW","PARALLEL_SAFE","exists_non_empty","11108","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md","e17a9d1312f6b730094c4d868156681cf7b7d49c53fa1b2226ab5c859f6b79f2"
"2026-06-09 04:03:29","Round0","CORE_READY","Invoke-VeritasNexusCore.ps1","OK","LOW","PARALLEL_SAFE","exists_non_empty","2911","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1","d8741599a121f33a31a57c372ba86aa328d74f1c9be5817aeb7682c1fffc267c"
"2026-06-09 04:03:29","Round0","CORE_READY","VDF Root","OK","LOW","PARALLEL_SAFE","directory","exists","Directory exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF",""
"2026-06-09 04:03:29","Round0","CORE_READY","VRN SSOT Root","OK","LOW","PARALLEL_SAFE","directory","exists","Directory exists.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot",""
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VDF_NexusCore_ModuleRegistry.json","OK","LOW","PARALLEL_SAFE","exists_non_empty","9870","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_NexusCore_ModuleRegistry.json","47d9a19a11091517efc576d9dd113f7f4e1b463ca7d0ca57e35490707eeda4bf"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VDF_NexusCore_ModuleRegistry.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_NexusCore_ModuleRegistry.json","47d9a19a11091517efc576d9dd113f7f4e1b463ca7d0ca57e35490707eeda4bf"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VDF_VRN_CrossLinks.json","OK","LOW","PARALLEL_SAFE","exists_non_empty","27893","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_VRN_CrossLinks.json","a12c44d4b92c7b4d929e2cd3fdc3ec115afcd04b3dec1d0966afafad92c1e31a"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VDF_VRN_CrossLinks.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexus_registry\VDF_VRN_CrossLinks.json","a12c44d4b92c7b4d929e2cd3fdc3ec115afcd04b3dec1d0966afafad92c1e31a"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VRN_FinancialTerms_SSOT.json","OK","LOW","PARALLEL_SAFE","exists_non_empty","16149","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialTerms_SSOT.json","a5008c4a7d4f4b5141f107ed8a72bbdebf0e505ac7e7f2299dbb1b2ce219f54f"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VRN_FinancialTerms_SSOT.json","OK","LOW","PARALLEL_SAFE","json_parse","ok","JSON parse OK.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialTerms_SSOT.json","a5008c4a7d4f4b5141f107ed8a72bbdebf0e505ac7e7f2299dbb1b2ce219f54f"
"2026-06-09 04:03:29","Round0","REGISTRY_SSOT_READY","VRN_FinancialRegex_SSOT.json","OK","LOW","PARALLEL_SAFE","exists_non_empty","6744","File exists and is non-empty.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_ssot\VRN_FinancialRegex_SSOT.json","1f3542fded8ad064f54507701b6b9e00928e55532126f1c21a8ab6c7355ef4b3"
