report_id,file_id,tw_ticker,company_name,broker,report_date,period,fiscal_year,fiscal_quarter,statement,account_canonical,account_alias,value,value_raw,unit,currency,source_table_id,source_page,source_text,source_text_hash,historical_check_confidence,historical_check,add_sub_check_confidence,add_sub_check,division_check_confidence,division_check,final_trust_confidence,final_trust_band,validation_status,source_stage,source_path,ingested_at,record_hash
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2026Q1,2026,Q1,IS,eps,EPS,30.0,+30%,%,TWD,,1," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 1 - 
個股報告 
 望隼(4771) 
2026 年營收及獲利持續成長 
投資評等 
目標價 
逢低買進 
$238 
前次投資建議2026.03.25： 
「逢低買進」，目標價：$233 
 
 
報告日期：2026.05.19 
研 究 員：鄭師安 
 
摘 要 及 調 整 原 因 
➢ 受惠中國市場訂單回籠及日本市場新產品陸續出貨，2026 年營收及獲利可望續創歷史新高，
投資評等維持「逢低買進」，6 個月目標價238 元(15X 26(F)PER)，潛在上漲空間28%。 
 
基本資料 
結論與建議 
2026/05/18 
收盤價： 
186.5 ➢ 公司26Q1 營收10.31 億元，YoY+27.2%，毛利率40.99%，
稅後淨利2.15 億元，YoY+11.4%，EPS 3.66 元，獲利略
低於預期。25H2 中國及日本需求開始增加，中國市場需求
特別強勁，許多中國客戶在雙11 之後仍來洽詢訂單。 
➢ 公司認為今年營收季季高，雖然價格競爭持續，但有收斂
的跡象，相關壓力輕很多，全年毛利率目標41%。2026
年1~4 月日本營收衰退的原因是去年同期日本客戶有新品
大量出貨，加上有些訂單遞延到26Q2 出，中國彩片需求
非常暢旺，剛性需求明顯上來。矽水膠26Q1 才取證，公
司看好逐季的營收貢獻。 
➢ 日本市場對矽水膠產品的需求持續成長，今年持續推矽水
膠日彩，預計26H2 營收比重2~5%，矽水膠客單價比較
高，所以先打日本市場，中國市場目前還是以水膠為主，
公司不希望矽水膠產品以低價搶市。 
➢ 目前兩岸月產能共5,905 萬片，產能滿載中。新產能部分，
今年積極建置新產線，26Q3 會擴到6,920 萬片/月，",fc1129ab094b6b5528a862e0,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.210039,ab4f7d3118e18b964d7b3b91714a8ed557c00fa7
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2024,2024,,IS,operating_income,營業利益,30.0,+30%,%,TWD,,2," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 2 - 
個股報告 
簡 要 財 務 預 估 資 訊 
會計 
年度 
營收 
營業利益 
稅後純益 
每股盈餘 
每股現金 
股利(元) 
ROE 
(%) 
PER 
(X) 
PBR 
(X) 
(億元) YoY(%) (億元) YoY(%) 
(億元) YoY(%) 
(元) 
YoY(%) 
2024 
30.0
16.7 
8.9
6.7
6.7 
19.1
11.81 
9.7
3.2
25.2
14.6 
2.5 
2025 
34.9
16.2 
10.1
13.3
7.4 
10.6
12.71 
7.6
5.5
19.7
13.7 
2.3 
2026(F) 
44.5
27.7 
12.9
28.2
9.3 
26.1
15.91 
25.1
7.0
19.6
11.6 
2.1 
資料來源：CMoney；兆豐國際預估 
 
營 運 分 析 
公司為台灣唯一設廠於中國之隱形眼鏡製造商 
望隼主要從事軟式拋棄型隱形眼鏡之研發、製造及銷售，所有產品均為自行
研發，並致力於國內外隱形眼鏡委外代工業務，產品銷售遍布日本、中國、
美國及台灣等地，目前已開發多種不同含水量、圖紋及功能之隱形眼鏡，依
使用週期，可區分為日、雙週及月拋，依鏡片功能，則區分為濾藍光、近視
矯正、散光、多焦及改變虹膜顏色之美瞳鏡片，銷售對象以隱形眼鏡品牌廠
商為主。 
 
公司美瞳片於2014 年開始出日本，Sincere 是首家客戶；2015 年透片開始
出中國，2019 年視准取證並開啟在地供應中國市場；2020 年濾藍光鏡片開
始出日本；2021 年運動鏡片開始出美國；2022 年底矽水膠產品正式於台灣
開賣。 
 
望隼廠房分別為竹南總部、二廠及江",45682d2d8abd46f5feccb501,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.211689,bb36daee55f7c25891cbe08521f531c9bb6beeaf
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2025,2025,,IS,eps,EPS,30.0,+30%,%,TWD,,3," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 3 - 
個股報告 
                                  圖一、公司營收主要來自中國及日本市場 
望隼各市場25Q3 營收成長概況 
 
資料來源：公司簡報 
 
26Q1 延續25H2 強勁之成長動能 
公司26Q1 營收10.31 億元，YoY+27.2%，毛利率40.99%，稅後淨利2.15
億元，YoY+11.4%，EPS 3.66 元，獲利略低於預期。公司25H2 開始感受
到產業強勁復甦的動能，雙11 過後訂單沒有減少，反而如雪片般飛來，主
要是美瞳片的需求強勁。25H2 中國及日本需求開始增加，中國市場需求特
別強勁，許多中國客戶在雙11 之後仍來洽詢訂單。 
 
2025 年彩片需求復甦強勁(主因為長周期產品使用上比較麻煩，使中國消費
者又轉回日拋)，帶動美瞳片銷售狀況，市場對彩片需求已從矯正近視功能轉
向造型及彩妝。功能型鏡片需求穩健，但因彩片佔比持續提高使功能性鏡片
佔比下滑，惟公司表示彩片客戶均為功能性鏡片之潛在客戶。 
 
公司認為今年營收季季高，雖然價格競爭持續，但有收斂的跡象，相關壓力
輕很多(因中國市場需求大於供給)，全年毛利率目標41%。2026 年1~4 月
日本營收衰退的原因是去年同期日本客戶有新品大量出貨，加上有些訂單遞
延到26Q2 出，中國彩片需求非常暢旺，剛性需求明顯上來。矽水膠26Q1
才取證，公司看好逐季的營收貢獻。 
 
中國隱形眼鏡市場在經歷行業轉型，行業集中度開始分散，傳統的“四大+
海昌＂占比持續下降，本土品牌的占比則是穩定提升。2025 年中國線上銷售
數據成長+10%，抖音維持高成長+41%，京東成長+19%，天貓衰退3%。中
國市場美瞳片產品需求仍然",af6dc42b0ba5afb6b0a9c08c,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.212863,81b8648dbf4d739c98756c5a6b70a6983b58ae99
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2020,2020,,IS,eps,EPS,30.0,+30%,%,TWD,,5," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 5 - 
個股報告 
圖二、公司近幾年產能持續擴充 
望隼產能擴充概況 
 
資料來源：公司簡報 
 
圖三、望隼今年營收及獲利持續成長 
望隼各年度營收及獲利走勢概況 
9 
14 
18 
26 
30 
35 
45 
15.91
2.94
4.64
6.02
10.77
11.81
12.71
0
4
8
12
16
20
0
10
20
30
40
50
2020
2021
2022
2023
2024
2025
2026(F)
營收(左軸)
EPS(右軸)
(億元)
(元)
 
資料來源：公開資訊觀測站；兆豐國際預估 
 
 
",ddc85a6b50a557176f1788a3,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.215232,06677b1573fcfac0b221f92fd8f0db4c93f7f6b6
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2024Q1,2024,Q1,IS,tax_expense,所得稅費用,30.0,+30%,%,TWD,,7," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 7 - 
個股報告 
財務報表 
 
季度損益表 
單位：新台幣百萬元 
 4771望隼 
2024 
25Q1 
25Q2 
25Q3 
25Q4 
2025 
26Q1 
26Q2(F) 26Q3(F) 26Q4(F) 2026(F) 
營業收入淨額
 3,002 
 811
 872
 854 
 951
 3,487 
 1,031 
 1,086 
1,137 
1,199 
4,453
營業成本
 1,823 
 475
 517
 512 
 558
 2,061 
 608
 645
678 
711
2,642
營業毛利淨額
 1,179 
 336
 356
 342 
 393
 1,426 
 423 
 441
459 
488
1,811
營業費用
 291 
 97
 100
 107 
 116
 420 
 124 
 128
131 
138
521
營業淨利(損)
 888 
 238
 256
 234 
 277
 1,006 
 298 
 313
328 
350
1,289
營業外收支
 
 
 
 
利息收入
 18 
 3
 7
 4 
 6
 19 
 2 
 2
4 
5
13
財務成本
 29 
 7
 6
 7 
 6
 26 
 6 
 6
8 
8
28
其他利益及損失
 29 
 11
 (74)
 33 
 22
 (8) 
 14 
 2
11
-15
12
其他收支淨額
 14 
 10
 2
 3 
 3
 18 
 3 
 3
3 
5
14
營業外收支淨額合計
 32 
18
-71
32 
24
 3 
13 
1
10 
-13
11
稅前淨利
 920 
25",857530a25cb24b2eb1036434,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.220631,b77fc574469d33ad44a231fbb32f90278220c972
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2024,2024,,CF,cfo,營業活動現金流量,30.0,+30%,%,TWD,,8," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 8 - 
個股報告 
資產負債表 
現金流量表 
單位：NT$百萬元 
2024 
2025 
2026F 
 
單位：NT$百萬元 
2024 
2025 
2026F 
流動資產 
 
 
 
本期淨利 
670 
741 
934
現金及約當現金 
1,180 
989 
1,317 
折舊及攤提 
355 
409 
478
存貨 
289 
361 
479 
本期營運資金變動 
-35 
-291 
-359
應收帳款及票據 
641 
892 
1,060 
其他營業活動現金流量 
150 
217 
183
其他流動資產 
321 
416 
802 
營業活動之淨現金流入(出) 
1,139 
1,077 
1,236
流動資產合計 
2,431 
2,658 
3,657 
資本支出淨額 
-900 
-1,152 
-1,124 
非流動資產 
 
 
 
本期長期投資變動 
-295 
-109 
0
長期投資合計 
0 
0 
0 
其他投資活動現金流量 
-6 
-1 
-5
固定資產 
2,995 
3,726 
4,344 
投資活動之淨現金流入(出) 
-1,202 
-1,261 
-1,129 
其它非流動資產 
513 
677 
223 
現金增資 
1,195 
0 
0
非流動資產合計 
3,508 
4,403 
4,566 
本期借款變動 
-550 
298 
73
資產總計 
5,940 
7,061 
8,224 
其他籌資活動現金流量 
-219 
-313 
147
流動負債 
 
 
 
融資活動之淨現金流入(出) 
426 
-14 
221
應付帳款及票據 
194 
253 ",7e9fc7c240f855c85bf7098b,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.223685,ac434898cde6641692474e919473f2d40aa184a6
33280450a5af073c2547,dc367a89b6fb,4771,,兆豐,2026-05-19,2026,2026,,IS,revenue,營業收入,30.0,+30%,%,TWD,,9," 
評等分級：買進（預期未來六個月股價漲輻超過+30%）; 逢低買進（預期未來六個月股價漲輻介於+15%與+30%之間）; 區間操
作（預期未來六個月股價漲跌輻介於-15%與+15%之間）; 逢高賣出（預期未來六個月股價跌輻介於-15%與-30%之間）；賣出（預
期未來六個月股價跌輻超過-30%）。 
本刊所刊載之內容僅做為參考，惟已力求正確與完整，但因時間及市場客觀因素改變所造成產業、市場或個股之相關條件改變，投資人需自行考量
投資之需求與風險，本公司恕不負擔任何法律責任。任何轉載或引用本報告內容必須經本公司同意。 
 
- 9 - 
個股報告 
CMoney ESG Rating
評鑑年季：2026Q2
資料來源：CMoney
說明：評等1-10分，10分最高
股權控制
員工福利
公司治理評鑑
員工人數
水資源
生技醫療
154
102
溫室氣體
2
3
4
5
6
7
6
3
5
https://esggenplus.twse.com.tw/inquiry/info/individual
G(公司治理)
永續報告書連結
1
TCFD報告書簽署
否
TCFD報告書連結
否
落後
平均
領先
產業類別
產業樣本數
ESG評等產業排名
8
9
10
E(環境保護)
S(社會責任)
4771 望隼 永續發展概況
4
6
3
5
4
ESG綜合評等
環境保護E
社會責任S
公司治理G
交易所
公司治理評鑑
望隼
生技醫療產業平均
7,045 
7,010 
0
500,000
1,000,000
1,500,000
2,000,000
2,500,000
3,000,000
3,500,000
6,990
7,000
7,010
7,020
7,030
7,040
7,050
2021
2022
2023
2024
溫室氣體排放與營收
排放總量(公噸)
營業收入淨額(千)
48,801 
53,109 
72,632 
0
1,000,000
2,000,000
3,000,000
4,000,000
0
20,000
40,000
60,000
80,000
2021
2022
2023
2024
企業用水量與營收
用水總量(不含回收水量)(公噸)
回收利用水量(公噸)
營業收入淨額(千)
637 
680 
796 
850 
866 
0
1,000,000
2,",1265332fb2289ef041426472,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\20260519兆豐個股報告-望隼(4771).pdf,2026-06-15T15:30:25.226015,a3ec1bc8246510933b95b46d647919d9e8aa854d
b5f7ce57261b17b6db61,aaf37d8b44ad,1476,,凱基,2026-05-19,2026,2026,,IS,revenue,營業收入,19.0,19,%,TWD,,1," 
五月 19, 2026 
研究網站: https://investment.kgisia.com.tw/Portal/Report/Index/Zh/R  Powered by the EFA Platform 
1 
 
 
動態更新 
紡織 ‧ 台灣 
 
 
 
儒鴻 
(1476.TW/1476 TT) 
 
 
 
 
 
 
 
2H26 獲利展望平淡 
重要訊息 
儒鴻舉行法說會。受到中東戰事與通膨再起影響，除客戶對4Q26 訂單趨於
保守外，管理層對原物料價格波動影響之看法比3 月法說會更加謹慎。 
評論及分析 
致力新品開發與導入。隨著訂單能見度保持約六個月，儒鴻看到在中東戰事
不確定性與美國通膨再起之環境下，客戶對4Q26 訂單持保守態度。管理層
維持每月營收30 億元目標，隱含2026 年營收成長將較平淡，對比前四月
為年增1%。公司將持續關注美國消費者習慣改變與客戶動向，並全力推動
客戶採用新產品，目前新品營收佔比約15-20%。 
原物料價格波動。為因應原物料價格劇烈波動，公司採取措施包括建立低價
庫存、與上游廠商洽談長期協議，並將在未來價格會議中轉嫁予客戶。公司
表示，在當前外部環境動盪中，2026 年毛利率展望保持28-32%已可視為
營運實力之展現。儘管紡織原物料斷料風險極低，管理層對原物料價格波動
潛在影響之看法明顯比3 月法說會更加謹慎。 
2H26 獲利成長展望受限。1Q26 獲利年增9%、季增16%至18.4 億元，或
每股盈餘6.69 元，高於預期係因利潤率超前。儘管1Q26 營收成長有限，
年增3%、季增4%至96.2 億元，高毛利新品銷售佔比提升趨動毛利率回升
至32.2%，為過去六季以來新高。我們大致維持2026 年每股盈餘預估，為
年增22%至24.44 元。考量2Q25 為匯率波動導致之低基期，我們預計
2Q26 每股盈餘將強勁年增183%至6.20 元，但3Q-4Q26 每股盈餘將分別
收縮至5.97、5.59 元，年減1%、3%。 
投資建議 
反映1Q26 財報超前，凱基微幅上調目標價至367 元，係基於2026 年每股
盈餘預估之15 倍不變推算得出。考量中東戰事對訂單與利潤率影響將落後
於2H26 顯現，我們維持「持有」評等。 
投資風險 
訂單復甦較預期強勁、原物料價格與匯率變動。 
持有‧維持 
",204212f32adfd69824586f1c,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,2026-06-15T15:30:25.228833,f4d8bcf63bb3e1661452105d50fa03f865dc81c6
b5f7ce57261b17b6db61,aaf37d8b44ad,1476,,凱基,2026-05-19,2026,2026,,IS,operating_income,營業利益,19.0,19,%,TWD,,2," 
 
 
 
台灣 
儒鴻 
 
五月 19, 2026 
研究網站: https://investment.kgisia.com.tw/Portal/Report/Index/Zh/R 
2 
 
 
 
圖1：1Q26 財報及2Q26 財測修正暨市場預估 
百萬元
實際數
凱基預估
差異(%) QoQ (%)
YoY (%)
市場共識
差異(%)
修正後
修正前調幅 (%) QoQ (%)
YoY (%)
市場共識
差異(%)
營收
       9,621             9,633
(0.1)
3.9
2.6            9,448
1.8      10,354      10,343
0.1
7.6
6.6          10,435           (0.8)
毛利
       3,095             2,890
7.1
10.7
9.3            2,808
10.2        3,158        3,155
0.1
2.0
26.7            3,126             1.0
營業利益
       2,195             2,004
9.5
23.6
11.1            1,909
15.0        2,123        2,120
0.1
(3.3)
41.4            2,107             0.7
稅前淨利
       2,291             2,110
8.6
16.9
9.8            1,946
17.7        2,195        2,197
(0.1)
(4.2)
164.6            2,135             2.8
稅後淨利
1,835             1,683
9.0
16.0
9.2
1,550
18.4        1,701        1,702
(0.1)
(7.3)
182.9
1,631             4.3
每股盈餘 (元)
6.69
6.13
9.0
16.0
9.2
5.65
18.4          6.20          6.20
(0.1)
(7.3)
182.9
5.",3c5162b722f209ab7b52a88f,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,2026-06-15T15:30:25.234821,26521a139c7aa28feebed182cfe5879d1350402d
b5f7ce57261b17b6db61,aaf37d8b44ad,1476,,凱基,2026-05-19,2026,2026,,IS,revenue,營業收入,19.0,19,%,TWD,,3," 
 
 
 
台灣 
儒鴻 
 
五月 19, 2026 
研究網站: https://investment.kgisia.com.tw/Portal/Report/Index/Zh/R 
3 
 
 
 
圖 4: 公司概況 
圖 5: 美洲貢獻大宗營收 
儒鴻為一垂直整合服飾生產商，從事織布、染整、定型及成衣
製造，專精產品為成衣與功能性彈性圓編針織布料，2025 年
營收佔比分別為66%及34%。公司主要客戶包括Nike (美)、
Lululemon (加)、UA (美) 等品牌商，以及Walmart (美)、
Target (美) 等通路商，品牌商與通路商營收貢獻分別為65-
70%與30-35%。銷售區域方面，美洲佔總營收51%、亞洲
35%、歐洲10%、其他4%；在產能規模方面，目前針織布每
月產能1,500 萬碼，成衣每月產能約1,300 萬件。 
區域別營收佔比，百分比 
美洲
亞洲
歐洲
其他
51
35
10
4
 
資料來源：凱基 
資料來源：凱基 
 
圖 6: 季營業收入 
圖 7: 每股盈利 
季營業收入，百萬元  
每股盈利，元 
9,375 
9,718 
9,633 
9,264 
9,621 
10,354 
9,841 
9,705 
9,974 
10,733 
11,580 
12,541 
0
2,000
4,000
6,000
8,000
10,000
12,000
14,000
1Q25
2Q25
3Q25
4Q25
1Q26
2Q26F
3Q26F
4Q26F
1Q27F
2Q27F
3Q27F
4Q27F
 
6.12 
2.19 
6.02 
5.77 
6.69 
6.20 
5.97 
5.59 
6.88 
6.62 
7.31 
7.39 
0.0
1.0
2.0
3.0
4.0
5.0
6.0
7.0
8.0
1Q25
2Q25
3Q25
4Q25
1Q26
2Q26F
3Q26F
4Q26F
1Q27F
2Q27F
3Q27F
4Q27F
資料來源：凱基 
資料來源：凱基 
 
圖 8: 毛利率 
圖 9: 本益比 
毛利率，百分比 
本益比，倍 
24.0%
25.0%
26.0%
27.0%
28.0%
29.0%
30.0%
31.0%
32.0%
33.0%
1Q25
2Q25
3Q25
4",5685ab64cb03eed09a30a0f4,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,,PENDING_AFTER_TABLE_STAGE,0.60,ORANGE,STAGE_TEXT_EXTRACTED_REVIEW,VRN_1D_REPORTTEXT_ALIAS_EXTRACTION,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_195119_VRN_GO_M01_60PDF_FULL_V120\full_input_60pdf\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,2026-06-15T15:30:25.236902,20b72bd397bcd0b639b7b17800be0572fea7a85a
