report_id,file_id,report_date,ticker,company_name,broker,analyst,rating,target_price,currency,identity_score,source_confidence,review_required,file_name,path,_csv_overflow,_ragged,report_id_original
cceb3df2d6c7c6527e0d,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20250819兆豐個股報告-泓德能源(6873).pdf,,False,650b2d77cd95cd86
a24afc5f1a6ad01f354e,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,,False,c3b657104541af37
a130c5195b6ffeb9f7a6,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20251128兆豐訪談速報-神達(3706).pdf,,False,3dac424a61e86cfe
28b0fda0a7e21a1da7b6,dc367a89b6fb,2026-05-19,4771,,兆豐,,買進,,,100,1.0,False,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20260519兆豐個股報告-望隼(4771).pdf,,False,f6122b1c603b9188
d7ae43544da11d894a9f,482e52f26cf4,,6933,,,,,,,45,0.45,True,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\6933_AMAX-KY_個股介紹報告.pdf,,False,20e610218fae9c70
92b9363d406e864b48e7,8578b17590da,2026-05-19,3665,,凱基,,持有,,,100,1.0,False,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,,False,8d2bd5a5c8b87d14
30e480b70e348daa9432,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20251204兆豐個股報告-志強-KY(6768).pdf,,False,2cf78d2783736269
a6e27b3a18751aea1bdd,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\3014TT-20231005.pdf,,False,3ffaefe3e51bf439
9894813599507dd241d5,2ffbf03c7485,2026-05-19,6147,,凱基,,持有,,,100,1.0,False,凱基投顧_6147 頎邦_劉宇程_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_6147 頎邦_劉宇程_20260519.pdf,,False,9a9d42d20071aef6
1daa5fcefc40b182d816,9db99ee86da3,2025-12-01,2026,,華南,,,,,95,0.95,False,第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,,False,6ccc261ef835def2
777c5e910776a7e490fd,aaf37d8b44ad,2026-05-19,1476,,凱基,,持有,,,100,1.0,False,凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,,False,b49c22e4ac8a2438
a10dee2c19e76baa8a74,513089807e2e,2026-05-19,2891,,凱基,,持有,,,100,1.0,False,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_2891 中信金_施志鴻_20260519.pdf,,False,63599359bfd4ec19
554ea65c566949dfdada,d04a4946c88f,2023-10-11,1319,,GS,,Buy,,,100,1.0,False,Daiwa-1319 20231011.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-1319 20231011.pdf,,False,c15bda4dd19ee51e
d64d76afb0323552e819,a9762ff02efe,2025-12-08,4171,,GS,,,,,95,0.95,False,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\瑞基(4171,NR_未評等)-CTBC251208.pdf",,False,ede46dd062be6786
89b80fd0fa8e87320071,bec2e8821841,2025-09-12,2606,,華南,,買進,,,100,1.0,False,華南投顧-2606-裕民-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-2606-裕民-1141202.pdf,,False,a3394c0f7f4d9226
1f2211a1125e1b5657f4,7f6338fb959d,2025-11-13,3017,,華南,,買進,,,100,1.0,False,華南投顧-3017-奇鋐-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-3017-奇鋐-1141202.pdf,,False,7ac7606fd4866328
8e477756039cf9b6e5e3,e6270450a0cb,2025-12-06,6533,,,,Neutral,,,80,0.8,False,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\晶心科(6533,N,中立)-CTBC251208.pdf",,False,3d74d4a63b622a51
ccb00640a6a53d9fb8b1,0e3a7ffea317,2025-06-04,3231,,Citi,,Buy,,,100,1.0,False,Citi-3231 20250604.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Citi-3231 20250604.pdf,,False,f7dffa467cb93ad0
06550af2955f9f8bc75c,cd1804f88763,2025-08-14,2637,,華南,,買進,,,100,1.0,False,華南投顧-2637-慧洋-KY-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-2637-慧洋-KY-1141202.pdf,,False,d170e4b7e87097fd
3355259cd171f7c7047a,c8bcf1de430d,2023-10-12,1590,,Goldman,,Buy,,,100,1.0,False,GS-1590 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-1590 20231012.pdf,,False,793fe61ac7f49533
f8ccd1853d7838afaebb,9015d064e179,2025-11-30,3706,,Goldman,,Buy,,,100,1.0,False,GS-3706 20251130.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-3706 20251130.pdf,,False,6d6f973872095581
6b189a8a6b7a9e17d7fd,8bc5fab0f44d,2025-12-03,1590,,Goldman,,,,,95,0.95,False,GS-1590 20251203.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-1590 20251203.pdf,,False,a4d2f2b9ae3493b6
130ca4a306c5f1db41c0,1ce8f7a19d5b,2025-09-09,6143,,華南,,買進,,,100,1.0,False,華南投顧-6143-振曜-1141128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-6143-振曜-1141128.pdf,,False,e24e1a849b0bf2f4
fd275d0ab739c69c004e,73c0ed880dcd,2025-10-02,3653,,GS,,Hold,,,100,1.0,False,Daiwa-3653 20251002.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-3653 20251002.pdf,,False,a40792e841722321
6a9cf41a8d056e156886,002075ad1390,2025-12-05,2317,,Goldman,,Buy,,,100,1.0,False,GS-2317 20251205.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2317 20251205.pdf,,False,e9f290c4edbc253d
798dcbafef5cabe10920,6ad043d05d31,2026-05-19,2383,,Goldman,,Buy,,,100,1.0,False,GS-2383 20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2383 20260519.pdf,,False,2f6ecc09c8c0e5d2
3794cb576cc583cadcc8,c0e1841bbcfd,2026-05-21,6278,,Daiwa,,Hold,,,100,1.0,False,Daiwa-6278 20260521.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-6278 20260521.pdf,,False,1d489cab23abc675
25768dac74f8efdaf554,012d1f99030a,2025-10-07,6669,,Morgan Stanley,,Equal-weight,,,100,1.0,False,MS-6669 20251007.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-6669 20251007.pdf,,False,b95e9dcf3934e81f
54ac505cf1493ac3da88,60182f2345d3,2025-07-18,2330,,GS,,Overweight,,,100,1.0,False,JP-2330 20250718.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-2330 20250718.pdf,,False,8e20915ae91de7e5
710d89ac806736e3cf4a,da66bcad430c,2026-05-17,6415,,Goldman,,Buy,,,100,1.0,False,GS-6415 20260517.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-6415 20260517.pdf,,False,568b37420b9e60cd
17778516170236867f72,d7fc40eba962,2026-05-20,1560,,,,,,,65,0.65,False,MQ-1560 20260520.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MQ-1560 20260520.pdf,,False,22b7951d4862a6af
d0da7e99f6a18ee90a55,ee80f5489c73,2025-10-03,3653,,JPM,,Buy,,,100,1.0,False,JP-3653 20251003.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\JP-3653 20251003.pdf,,False,e5c78bcc7b718f99
d1c5a7d66588ae9c4e23,bb3578cff8f2,2025-12-03,3661,,GS,,Overweight,,,100,1.0,False,MS-3661 20251203.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3661 20251203.pdf,,False,111bdc28b6000db4
e92db8f9b6a9b19b6617,857093b8833a,2025-10-01,6669,,GS,,Hold,,,100,1.0,False,CLST-6669 20251001.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\CLST-6669 20251001.pdf,,False,4f74e5e567c0b63d
aa74d1842cef486e02ab,3635a2681a48,2023-10-12,2382,,Goldman,,Buy,,,100,1.0,False,GS-2382 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2382 20231012.pdf,,False,7f2b3f146aeeda29
8e433c78313c7ec48208,f411c84d8859,2025-08-19,6873,,兆豐,,,,,85,0.85,False,20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193922_VRN_GO_M01_3PDF_SMOKE_V117\smoke_output_3pdf\m01_pdf_temp\20250819兆豐個股報告-泓德能源(6873)__COVER_FIN.pdf,,False,18957c38378fbd39
71c4141a1ae66b15381f,8837f1ff87a8,2025-08-22,3706,,國泰,,買進,,,90,0.9,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\output\_route_lock_runs\RUN_20260525_193542_VRN_GO_EXTRACTOR_SMOKE_V116\smoke_output\m01_pdf_temp\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822__COVER_FIN.pdf,,False,1eb63a0d806a85fe
90b7373c5fdcefbf6ead,9fa64d802d5c,2025-11-28,2308,,GS,,Overweight,,,100,1.0,False,MS-2308 20251128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-2308 20251128.pdf,,False,b1ef29be25141dfe
775f2a3745f9d927ec75,415d87f21003,2025-12-02,3665,,Morgan Stanley,,Hold,,,100,1.0,False,MS-3665 20251202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-3665 20251202.pdf,,False,93153a7a7f704799
cb16bf9e5a19d4053e57,55c6a90bffa6,2025-10-07,8210,,GS,,Overweight,,,100,1.0,False,MS-8210 20251007.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-8210 20251007.pdf,,False,f50d71ff8e4ce4b7
