Date,PortfolioRet,GrossRet,AvgExposure,Equity,GrossEquity
2026-01-02,0.0,0.0,0.0,1.0,1.0
2026-01-05,0.0,0.0,0.0,1.0,1.0
2026-01-06,0.0,0.0,0.0,1.0,1.0
2026-01-07,0.0,0.0,0.0,1.0,1.0
2026-01-08,0.0,0.0,0.0,1.0,1.0
2026-01-09,0.0,0.0,0.0,1.0,1.0
2026-01-12,0.0,0.0,0.0,1.0,1.0
2026-01-13,0.0,0.0,0.0,1.0,1.0
2026-01-14,0.0,0.0,0.0,1.0,1.0
2026-01-15,0.0,0.0,0.0,1.0,1.0
2026-01-16,0.0,0.0,0.0,1.0,1.0
2026-01-19,0.0,0.0,0.0,1.0,1.0
2026-01-20,0.0,0.0,0.0,1.0,1.0
2026-01-21,0.0,0.0,0.0,1.0,1.0
2026-01-22,0.0,0.0,0.0,1.0,1.0
2026-01-23,0.0,0.0,0.0,1.0,1.0
2026-01-26,0.0,0.0,0.0,1.0,1.0
2026-01-27,0.0,0.0,0.0,1.0,1.0
2026-01-28,0.0,0.0,0.0,1.0,1.0
2026-01-29,0.0,0.0,0.0,1.0,1.0
2026-01-30,0.0,0.0,0.0,1.0,1.0
2026-02-02,0.0,0.0,0.0,1.0,1.0
2026-02-03,-1.8509615384615385e-05,0.0,0.0,0.9999814903846154,1.0
2026-02-04,-0.00015257370396012183,-0.00015257370396012183,0.009615384615384616,0.9998289195047357,0.9998474262960398
2026-02-05,-0.0003148539421366576,-0.0002674981729058884,0.009615384615384616,0.9995141194279674,0.9995799689363211
2026-02-06,-1.8509615384615385e-05,0.0,0.0,0.9994956188060453,0.9995799689363211
2026-02-09,0.0002615164724787286,0.0002615164724787286,0.009615384615384616,0.9997570033745333,0.9998413755637576
2026-02-10,-2.3890456442766616e-05,-2.3890456442766616e-05,0.009615384615384616,0.9997331187233909,0.999817488896925
2026-02-11,0.0002496268240825978,0.0002681364394672132,0.009615384615384616,0.999982678926748,1.0000855763985148
2026-02-12,0.00029775898607818424,0.00029775898607818424,0.019230769230769232,1.000280432755321,1.0003833608657346
2026-02-13,0.000445629385800627,0.0005403409242621654,0.019230769230769232,1.000726187110198,1.0009239089355613
2026-02-16,-1.8509615384615385e-05,0.0,0.0,1.0007076640533692,1.0009239089355613
2026-02-17,0.0003146274276329904,0.0003146274276329904,0.009615384615384616,1.0010225141315228,1.0012388270502859
2026-02-18,-9.721820053534402e-05,-6.019896976611325e-05,0.009615384615384616,1.0009251965240036,1.0011785535044075
2026-02-19,0.00017622794740278444,0.00034281448586432294,0.028846153846153848,1.0011015875168907,1.0015217720154856
2026-02-20,0.002040440928184894,0.002040440928184894,0.11538461538461539,1.003144276169331,1.0035653180295743
2026-02-23,0.002285214817217662,0.002285214817217662,0.11538461538461539,1.0054366763330402,1.0058586803643812
2026-02-24,-0.0004277616363509366,-0.0004277616363509366,0.11538461538461539,1.0050065890951247,1.0054284126093307
2026-02-25,0.001852463863476771,0.001852463863476771,0.11538461538461539,1.0068683274839794,1.0072909324110022
2026-02-26,0.0039286109834890245,0.0039286109834890245,0.11538461538461539,1.0108239214542603,1.011248186631641
2026-02-27,0.0016847085533378365,0.0016847085533378365,0.11538461538461539,1.0125268651606527,1.0129518451012067
2026-03-02,-0.0008016710751611415,-0.0002334018443919107,0.11538461538461539,1.0117151516600298,1.01271542027228
2026-03-03,-5.552884615384616e-05,0.0,0.0,1.0116589722850218,1.01271542027228
2026-03-04,-0.0001692414831137975,-0.0001507318677291821,0.028846153846153848,1.0114877576201469,1.0125627717855041
2026-03-05,0.001264812594702205,0.001264812594702205,0.038461538461538464,1.0127671000753717,1.0138434739321849
2026-03-06,0.0007566221867318063,0.0007566221867318063,0.038461538461538464,1.0135333821332808,1.0146105703984354
2026-03-09,0.001070560667721468,0.001070560667721468,0.038461538461538464,1.0146184311076154,1.0156967725681585
2026-03-10,0.0003239715234401172,0.0003239715234401172,0.038461538461538464,1.014947138586452,1.0160258293989206
