date,ticker,open,high,low,close,adj_close,volume,category
2020-01-01,NVDA,50.210560895702265,50.705280975060646,49.581630415950876,50.54671415301123,50.54671415301123,70941096,US_STOCKS
2020-01-02,NVDA,49.984785045950915,51.87465219897425,50.37881453742628,50.45748474498693,50.45748474498693,54588337,US_STOCKS
2020-01-03,NVDA,51.375474153659994,52.49836101235827,50.06554294361522,51.161556920346285,51.161556920346285,80371080,US_STOCKS
2020-01-06,NVDA,52.6016821556868,54.06110731245852,52.64429752173914,52.77113005106675,52.77113005106675,89586848,US_STOCKS
2020-01-07,NVDA,52.62681548602239,53.86589673374679,51.86332737930901,52.576770417329385,52.576770417329385,64714191,US_STOCKS
2020-01-08,NVDA,52.4108049748485,53.532832662644516,52.25486283428581,52.383143887112126,52.383143887112126,6974856,US_STOCKS
2020-01-09,NVDA,53.816425903483555,54.3489028725832,52.67536622734658,54.09000967386114,54.09000967386114,22702184,US_STOCKS
2020-01-10,NVDA,55.49751801071799,55.52992914014667,54.67395651546028,54.97431072201376,54.97431072201376,79180152,US_STOCKS
2020-01-13,NVDA,54.686137488122036,55.32785027070634,53.6048666801116,54.51310441736749,54.51310441736749,72200976,US_STOCKS
2020-01-14,NVDA,54.85958605395263,56.807858130754845,53.5460872955521,55.159150167958714,55.159150167958714,65382242,US_STOCKS
2020-01-15,NVDA,54.37435576036336,55.81939208868134,54.584590546963916,54.703074795960035,54.703074795960035,4034597,US_STOCKS
2020-01-16,NVDA,53.98533533920369,55.00113532768343,52.83517319918796,54.24824087987085,54.24824087987085,72989737,US_STOCKS
2020-01-17,NVDA,54.829875346123345,55.26152110987921,53.998731286153486,54.565009672585816,54.565009672585816,37732837,US_STOCKS
2020-01-20,NVDA,53.04395193053386,52.59482159505942,51.165214727648525,52.531611581136,52.531611581136,58288865,US_STOCKS
2020-01-21,NVDA,50.7095566986108,51.876569962188704,50.03061587791898,50.771888920978135,50.771888920978135,87468900,US_STOCKS
2020-01-22,NVDA,50.65441174995039,50.88745852444217,49.8343608475328,50.25169281037364,50.25169281037364,59642682,US_STOCKS
2020-01-23,NVDA,49.69047336232119,49.59548329071351,48.3629461043465,49.28401493662737,49.28401493662737,63524461,US_STOCKS
2020-01-24,NVDA,49.874495167792475,49.83898897698506,48.57697439909257,49.64304635623241,49.64304635623241,90994219,US_STOCKS
2020-01-27,NVDA,48.47857520170279,49.138848121209996,47.36928332961464,48.79114777711515,48.79114777711515,18916718,US_STOCKS
2020-01-28,NVDA,47.79817550358667,48.16271206074605,47.10975974295626,47.46178055293193,47.46178055293193,87204240,US_STOCKS
2020-01-29,NVDA,48.84699634345133,49.65573293861447,48.37348772251815,48.900488338249446,48.900488338249446,59702134,US_STOCKS
2020-01-30,NVDA,48.400657339250586,49.30028280745659,47.311434898176344,48.7285773996078,48.7285773996078,26555209,US_STOCKS
2020-01-31,NVDA,48.99622718900872,49.31961593503727,47.70975189173466,48.84311704398325,48.84311704398325,13956492,US_STOCKS
2020-02-03,NVDA,47.94650897160787,48.146829823029556,47.16380414676779,47.500177312678694,47.500177312678694,8276177,US_STOCKS
2020-02-04,NVDA,46.719882875209954,47.7638690184693,46.55502901346902,47.03051197117327,47.03051197117327,83059453,US_STOCKS
2020-02-05,NVDA,47.11666027909151,47.5339215963655,46.308335633803566,47.18187740680891,47.18187740680891,70970944,US_STOCKS
2020-02-06,NVDA,45.83566523138126,46.37497182268999,46.0921747049358,46.142938526896444,46.142938526896444,73903799,US_STOCKS
2020-02-07,NVDA,46.68825316384617,47.19841746887801,45.35727332019029,46.53579767672737,46.53579767672737,80761345,US_STOCKS
2020-02-10,NVDA,46.10187526992022,47.22213099862355,45.73910465209137,46.023309463386575,46.023309463386575,12080042,US_STOCKS
2020-02-11,NVDA,45.589925321217585,45.87927731489713,45.07099824488743,45.80083853854453,45.80083853854453,93723963,US_STOCKS
2020-02-12,NVDA,44.87815304910162,45.4613967930533,44.68098905747576,45.295466029197215,45.295466029197215,93453626,US_STOCKS
2020-02-13,NVDA,46.84587533628236,47.73424408186356,46.96011644145579,47.01875756688737,47.01875756688737,15685976,US_STOCKS
2020-02-14,NVDA,47.511032829480776,48.41543819872727,47.046110629582046,47.05308386969869,47.05308386969869,95229366,US_STOCKS
2020-02-17,NVDA,46.233047575401464,47.30522082188285,45.475795497169386,46.1047657325672,46.1047657325672,52044006,US_STOCKS
2020-02-18,NVDA,46.898871317709286,47.847800079701756,46.712806881774696,46.90933530784043,46.90933530784043,3967385,US_STOCKS
2020-02-19,NVDA,45.6348874487387,46.77932642676432,45.53345292091711,45.8108653604495,45.8108653604495,67669810,US_STOCKS
2020-02-20,NVDA,46.48081124657476,46.177758985777444,45.11888037562909,46.048040666399196,46.048040666399196,44931271,US_STOCKS
2020-02-21,NVDA,44.61540463945045,44.5246845705253,43.369031564771326,44.28930931592273,44.28930931592273,83973413,US_STOCKS
2020-02-24,NVDA,43.540875063768745,44.0417200749799,42.51341099430403,43.15710977026353,43.15710977026353,62166876,US_STOCKS
2020-02-25,NVDA,43.69017567609603,44.112609646749334,43.33064934631191,43.37018611935206,43.37018611935206,93163920,US_STOCKS
2020-02-26,NVDA,44.22109359349336,44.94820071705221,43.769063691750425,44.05410496581786,44.05410496581786,66229661,US_STOCKS
2020-02-27,NVDA,44.15522040202067,45.11364373887724,44.107649070609746,44.24914859573077,44.24914859573077,66126685,US_STOCKS
2020-02-28,NVDA,44.63244333203138,44.254967203701156,42.895580357835875,44.191050983681734,44.191050983681734,41283888,US_STOCKS
2020-03-02,NVDA,44.29515432029153,45.00114430253526,43.221184074351406,43.96912025940219,43.96912025940219,74106471,US_STOCKS
2020-03-03,NVDA,43.03625312590428,43.230763348248075,42.293847082892775,42.71290315564887,42.71290315564887,67091745,US_STOCKS
2020-03-04,NVDA,42.40014010673269,43.10437983397128,41.132070969381324,42.140683339598155,42.140683339598155,44122748,US_STOCKS
2020-03-05,NVDA,42.06026639509576,41.945314021769,41.11189039065625,41.794591371318596,41.794591371318596,1570107,US_STOCKS
2020-03-06,NVDA,42.57015183475761,43.189683178823486,42.212290564065974,42.72002579217708,42.72002579217708,69851253,US_STOCKS
2020-03-09,NVDA,42.96036787076336,43.63590652896479,42.749500082505065,43.05633346182983,43.05633346182983,37951927,US_STOCKS
2020-03-10,NVDA,41.35437983563078,41.672496104558405,40.82842560001468,41.58118889857377,41.58118889857377,67153067,US_STOCKS
