syntax_pycompile	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/syntax_pycompile.stdout.txt
quick_validate	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/quick_validate.stdout.txt
ui_smoke	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/ui_smoke.stdout.txt
architecture_ui_smoke	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/architecture_ui_smoke.stdout.txt
task_scheduler_contract	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/task_scheduler_contract.stdout.txt
scheduled_runner_simulation	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/scheduled_runner_simulation.stdout.txt
inspect_live	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/inspect_live.stdout.txt
verify_standardized_pass_auto	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/verify_standardized_pass_auto.stdout.txt
all_standardized_pass_auto	0	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/all_standardized_pass_auto.stdout.txt
verify_standardized_auto	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/verify_standardized_auto.stdout.txt
all_standardized_auto	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/all_standardized_auto.stdout.txt
inspect_missing_root	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/inspect_missing_root.stdout.txt
verify_missing_zip	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/verify_missing_zip.stdout.txt
verify_via_negative	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/verify_via_negative.stdout.txt
verify_plugin_zip_boundary	1	/home/ubuntu/work/reconstruction/VIA_AzureFlow_QA_Full_Validation_20260920/verify_plugin_zip_boundary.stdout.txt
