date,region,cpi,gdp_growth,unemployment,interest_rate,pmi
2020-01-31,US,5.700606705874702,-0.5069915743574833,6.051630775070517,2.5656128140272894,54.5676626983159
2020-02-29,US,4.800264869496351,1.3109122270453168,6.988370461094101,2.4913224964750897,51.515272797689555
2020-03-31,US,4.789310542820012,4.215897093326667,8.695463817491504,3.6131043749427008,53.96224700596165
2020-04-30,US,5.501123776898016,2.048448799137261,3.2417986997624086,4.997991911000099,45.504138603193454
2020-05-31,US,3.766036057635576,-1.2641902519074661,3.8723560539683923,3.967634758372418,51.38888669037115
2020-06-30,US,6.607970958091354,-0.09049470523417957,5.308165126256113,1.2561569090723106,54.24218439611879
2020-07-31,US,6.704995728919201,1.1658270705266838,6.413240015769741,4.867897771008247,46.75131054017458
2020-08-31,US,4.406428774314247,0.8594142722700404,3.8831393692820133,1.341001810441096,45.42661818868668
2020-09-30,US,7.138680022880699,2.2549467029328074,10.335166480832257,2.607772262014949,53.992647441328415
2020-10-31,US,5.905981344664154,4.3560813922495045,3.8257669904326117,1.6547419736786346,55.635392860500005
2020-11-30,US,7.70845394100975,4.865651999430038,8.742927082235362,0.9679923887743364,46.78813367120935
2020-12-31,US,7.6223055099629775,1.0374938262375526,4.753344299364164,4.669462578888005,46.567864073464676
2021-01-31,US,6.106997677999526,2.3768411928033393,3.7896119794280265,1.6937439781972108,47.24896034310016
2021-02-28,US,5.231490147732129,1.3397912217420016,3.0384761219444187,4.87855283141954,50.243769748343105
2021-03-31,US,2.80743074985935,-0.4428993094412812,4.429343065562111,4.9956853810825494,49.42664201822407
2021-04-30,US,3.8385944805699714,4.099491413246622,8.776987531885904,1.8434720587263627,58.474926538857794
2021-05-31,US,6.248069415495201,-0.4046964472081025,8.793650951399284,4.611992491462008,52.44691317675619
2021-06-30,US,6.13528681982167,4.797726207924114,9.213727268056916,0.5121934488304031,48.66839326396934
2021-07-31,US,5.1656750613985425,-0.07110929239665742,11.617875348502258,2.026760170110869,51.85845608598547
2021-08-31,US,5.911214654290821,1.6697481193931187,6.439313701998915,0.3831893757728938,53.94668384261796
2021-09-30,US,7.073060215558243,2.800337092320393,6.433455090422569,0.638630323115647,57.24507280356366
2021-10-31,US,7.592238535618433,0.7179109355738533,9.557779702656553,2.0538171994537784,52.53400408278299
2021-11-30,US,6.855334664314868,-1.416029604521925,7.773018139080346,1.0731013733561123,50.097089182436434
2021-12-31,US,5.51100177249592,-1.8094011136420614,8.344425890758465,1.4172111972687484,55.04226541212108
2022-01-31,US,1.9910694633913795,3.1506812267132505,8.810757477866805,4.856209164401756,58.66853044887222
2022-02-28,US,2.9831200423979163,-1.8087839909219412,8.89831705000582,3.0144369450233626,45.41143153149669
2022-03-31,US,1.8587427044181486,2.0929119317518987,11.206445376391427,4.532501382567035,47.272275819181125
2022-04-30,US,3.6920176248367467,-1.6975799495347819,7.223446617266362,3.765417298366028,56.849590670484176
2022-05-31,US,4.492926266176011,-1.3289122770424713,6.432275776634098,4.660509799871822,48.44418834779572
2022-06-30,US,3.2382811493890857,3.2277902282414956,9.602227099973444,4.561011440124662,50.82178036080563
2022-07-31,US,4.602191067120039,1.2717472285433433,11.349769539202079,3.846652944123174,57.47162669750772
2022-08-31,US,1.9316878818058763,3.5429268500771194,6.896808894517473,0.11669341415323553,45.90132529114927
2022-09-30,US,5.745355578143911,0.6040870880217892,10.813040159011324,3.671365669379332,45.325200175004426
2022-10-31,US,5.808218182852014,-0.6535326908735064,6.8032431183352085,3.1236760106148136,58.0907676194354
2022-11-30,US,4.192685218743574,3.659433179337941,10.046690965205695,2.0726925642562914,52.51470245149354
2022-12-31,US,5.903395070348692,-1.781960957471422,11.017302724193215,3.849080797188467,48.741238221034955
2023-01-31,US,7.868259672322829,-0.7442675318726686,11.226780063339616,1.6223672916155558,56.44720065246204
2023-02-28,US,4.194636152735615,3.1552717121500153,4.402047431454296,1.347532291932414,46.49786736708038
2023-03-31,US,7.056007870064622,0.07405091438649514,9.250286064749972,4.101105988707641,58.52127354569019
2023-04-30,US,1.7440798071820247,4.251104534588288,4.775274999576475,3.684510057954808,55.93273529046917
2023-05-31,US,1.0595219921866796,-0.4556326418282204,7.427176631983806,2.1001735333164104,58.77860219826914
2023-06-30,US,3.518186086517662,4.558886003851736,7.13486386553278,4.821764483200829,56.06032215037292
2023-07-31,US,6.805342141425092,-1.265861781556993,8.27527289918131,0.713501799146754,49.46431503076461
2023-08-31,US,5.364957843170877,3.0835799328572353,3.3526540381012575,2.6547186553618234,53.479709794348295
2023-09-30,US,1.5517959797714083,1.5048162394053453,9.424580520448439,0.26613642437765483,56.40401664485943
2023-10-31,US,5.034985534328958,3.832590457902536,4.962563155686629,4.1663684210655925,46.41841462901202
2023-11-30,US,3.8268078751126997,-0.6036064593274606,10.884187490617867,3.5245990815088692,45.38042665741092
2023-12-31,US,1.0666634892976927,0.03874478137168813,4.289548028525088,3.151522387800979,54.9569540082384
2024-01-31,US,7.593656325629572,4.664279471820886,8.93007034870211,0.028375564263543596,50.38496874854422
2024-02-29,US,4.5919905927308635,1.4942582955592614,8.43006566552004,4.8027574140238025,58.2778903793273
2024-03-31,US,1.762356234153418,-0.13813726024624717,10.497984756776727,4.1215345440960345,49.13056086182507
2024-04-30,US,6.114116214802837,2.704261651025001,7.261715684729654,1.0072747633951469,58.32964771341129
2024-05-31,US,5.744958290147843,-0.817049525851377,9.343221103567746,3.7071685978848996,58.303204276815606
2024-06-30,US,2.5598747866935447,4.9212787378938465,4.380540802742291,3.0034444592979153,54.85764757910218
2024-07-31,US,3.932670266861024,1.3252639613927055,11.018190870499236,3.2263711483273094,52.45501437352029
2024-08-31,US,1.8984469370346728,-1.9486366234380577,4.124717563366501,4.780922837382527,56.46130174486996
2024-09-30,US,7.769814292571734,-1.750039032042797,9.121983634727753,0.22146763201708997,56.73084703303235
2024-10-31,US,3.6666512091463597,-1.3296424792545363,8.112419776087638,1.4006009830069406,54.89360912807728
2024-11-30,US,5.607223316596532,2.93505231884527,11.932185708999832,1.9334885497370269,51.97973211727651
2024-12-31,US,6.632281907177386,2.0485901611531974,3.3353148961901966,4.215392601299283,45.77248022907062
2020-01-31,EU,2.1957409554424903,-1.2854402311806896,3.7013441959300817,0.128424376523551,45.82541570958551
2020-02-29,EU,4.09707432425167,-0.23003411012170272,4.138831950769369,3.2935277136326304,48.39167865951388
2020-03-31,EU,1.132644087413666,0.928938486371294,5.793896927804746,1.5930221567324638,51.67905042272342
2020-04-30,EU,5.682397490639944,2.315353840265958,11.435354488099879,2.5885833315126074,52.08854864587608
2020-05-31,EU,2.4939010465182787,3.2876690219370976,4.266981985928562,2.4556644491024207,51.319832975811664
2020-06-30,EU,5.608106148830823,4.423350289696612,11.519360323484003,0.838996335815792,48.92725827400767
2020-07-31,EU,6.681447239752947,1.6279583371443498,7.077311115201587,3.553127261903529,54.02887428910458
2020-08-31,EU,7.794998380949343,2.087822566017868,7.19376443712528,2.7140868103908784,57.1280972504546
2020-09-30,EU,5.288725397496545,2.529336639707024,11.742949920329327,3.091977422127287,50.7042787250181
2020-10-31,EU,5.839282189089576,2.6162157788411795,3.124628719557437,2.3366464839291656,56.14355404323599
2020-11-30,EU,4.493290204047902,3.4573479515477255,7.0579532678485295,4.916607988186178,49.39337383805833
2020-12-31,EU,1.6448582570225148,1.0100826080786813,7.875381223865271,1.7454686584123076,48.634217401769384
2021-01-31,EU,5.704410839698423,0.6398756989937646,8.682316761905732,3.8953572429938794,56.415039416400354
2021-02-28,EU,3.627165174449839,1.975287602651223,7.046924019984681,4.354026263548302,58.18137719699999
2021-03-31,EU,3.4061910802162574,-1.357837864848885,4.508242349916175,1.8350087106544188,53.46374932144486
2021-04-30,EU,5.597509076751005,0.3195973240020016,9.007492076615872,4.68869991836878,54.78021190753426
2021-05-31,EU,2.1099566061104587,2.057682390843393,7.877059650902845,4.353500554492103,50.254545828194615
2021-06-30,EU,3.9606192703967595,2.190613388405456,7.719827805678229,3.595082962025871,45.605834863687434
2021-07-31,EU,4.944612134448718,-1.1482967489728733,5.8368809326774915,3.308134307661952,47.361213008882665
2021-08-31,EU,3.161892848532402,2.9210453798471843,8.857247182741506,0.45519834604869025,53.65902740238486
2021-09-30,EU,2.030781233430476,-0.23410034899855114,7.132901507722009,0.5467341164909456,59.9047045187785
2021-10-31,EU,2.157586927378008,3.469188399000231,10.468549605209025,4.972319849480007,51.42979826778402
2021-11-30,EU,7.118661640975381,4.702776073117957,4.556047304052004,2.3971804452976633,45.900162282841315
2021-12-31,EU,5.345068084169411,2.0698430979959648,4.837136561968775,3.9895137944706303,45.5590308414531
2022-01-31,EU,6.6435912688929,-1.8134829618529285,8.911459309227151,0.3938475695745064,48.76838278968484
2022-02-28,EU,6.05339344518285,-0.03716640262229243,7.600564638459613,4.576241347600572,45.74451531054868
2022-03-31,EU,6.677558556149714,-1.5430960100205733,4.14115359903009,0.5965955194460543,59.91153424816089
2022-04-30,EU,2.2613042353207335,4.277332923793877,11.918389466518988,1.9189238520614897,54.46572815293028
2022-05-31,EU,6.453638776345288,0.7485155728534578,4.456327264480265,2.168813718962806,56.57831467504417
2022-06-30,EU,6.465339339238821,-0.3862284548036068,4.574690759016718,4.602803510501748,45.659985458374656
2022-07-31,EU,6.143169330355608,-1.675050301872722,10.54110045774889,4.52707406668051,49.461286863436484
2022-08-31,EU,1.517549504616883,1.3647917544319998,5.686167330709291,2.085680714051895,54.9747818023302
2022-09-30,EU,2.4687822516410187,0.4986609865986047,10.043062412634063,3.2188097497641084,49.89413236726858
2022-10-31,EU,5.6501112018195,3.357190460243766,8.332370228575087,1.1974841625050425,45.00367935767989
2022-11-30,EU,6.6199437489179696,3.758434887213151,9.278440512549258,0.38290465683806896,53.77833431262069
2022-12-31,EU,6.747144698901251,0.7276782407571596,4.782006607982287,2.9381364862073536,57.39459940951317
2023-01-31,EU,1.342089710949459,2.1786585201251505,8.788564158054077,3.011835196741398,54.75050526355573
2023-02-28,EU,5.419627153229081,-1.0871728051375567,5.114430992540238,3.0949700264450506,45.26539741705156
2023-03-31,EU,5.443211631062711,2.6577063664952236,5.152572838754926,2.990664148765698,53.011350910856464
2023-04-30,EU,2.824840837071797,1.2408180831232825,11.186620764709634,2.1330139022994143,54.44766265319252
2023-05-31,EU,1.2474557472848593,-1.4553992067453083,3.731772659729866,3.8912038181322273,50.25385342205179
2023-06-30,EU,2.5932818185606936,3.2312719791620585,4.52964056300557,1.232462625351403,51.463971649050315
2023-07-31,EU,3.320066483102293,2.0977454772565096,6.040565571673628,1.9647581792944595,57.94329912374229
2023-08-31,EU,7.191720077396017,3.7939783356938523,10.783478394341694,2.848643346695585,54.69349822127076
2023-09-30,EU,4.900212165884584,3.4991165883704403,7.959004371852998,0.5553848227539027,57.1437018068529
2023-10-31,EU,6.324096194742754,3.7421041669783772,4.713865170507857,1.3580852635748353,49.43627545895295
2023-11-30,EU,4.556563753299715,-1.0628604108557815,6.468435779473806,0.910790805395148,48.97144069549105
2023-12-31,EU,5.944713441908991,3.983678094220968,3.206152799374655,2.829484816775002,45.540896430934005
2024-01-31,EU,1.596744715080852,2.9355882422987634,9.620472958519048,4.069903365863993,52.11362267655457
2024-02-29,EU,7.0186523741133175,-0.8321319585086298,5.247447722715023,0.6725107380098566,56.96305890872815
2024-03-31,EU,2.6007258287063326,-0.9114213006919305,8.607996188292507,0.385410131803372,45.673504158302585
2024-04-30,EU,1.7470235398672123,-1.998313812089827,9.272911387996132,2.811176608572393,48.14812663556586
2024-05-31,EU,2.631034635843171,3.6767801892902776,7.516381042742704,3.4926417854086984,51.79133176912373
2024-06-30,EU,2.664026182145546,4.792819604780348,8.090828070378578,0.654909518839562,51.091350632758605
2024-07-31,EU,3.3053618836283047,-0.5013877198803507,11.400959903162336,4.404599977298763,47.98720674780175
2024-08-31,EU,3.4650352233886172,3.336207741695752,4.876554433261941,2.9578243130212223,55.49690913187225
2024-09-30,EU,5.5778062799753645,2.9448604819285036,9.360296301258867,4.824029599244642,50.197483342804794
2024-10-31,EU,7.150132970630877,-1.8473505623942525,5.593826669909549,0.24327890999565782,54.7680593993376
2024-11-30,EU,1.705532595121337,3.9199480455643236,8.819325154112338,0.14407700526802847,55.72166048151934
2024-12-31,EU,7.034244630798727,2.627847053635046,3.2747179434152898,4.289597742302033,55.986958694010525
2020-01-31,CN,3.6491591873878897,0.3004118082085183,7.318381632666961,4.3355087546893545,48.780890278043366
2020-02-29,CN,1.706746678688408,4.05245461072735,3.2366086399265064,4.554985111220323,49.58617791452101
2020-03-31,CN,4.557558911817874,-1.0739313267344035,11.120294724390167,3.7491811169220233,58.86233379912051
2020-04-30,CN,5.782603357827137,-0.7071435628037173,5.774403026876244,2.434242875517367,54.1088730804031
2020-05-31,CN,7.485216061353916,0.6876602605239728,9.327648197164313,4.805044244554109,47.285610951231796
2020-06-30,CN,7.038967121456837,0.9449424927523902,9.591795983364031,1.4676916936854183,50.009763273990025
2020-07-31,CN,1.189932574076463,4.799829072168717,10.32107317707706,0.46958978963110243,59.99263193495662
2020-08-31,CN,5.23517218042059,3.9761004657506813,3.5999468695008208,1.9472558924596184,55.04476683455415
2020-09-30,CN,1.7450360308979107,1.4223198705780042,6.984100870897274,1.0802011223678987,49.50404753777703
2020-10-31,CN,7.769828481464877,0.020539402069551738,4.920835205715699,2.681045855341667,55.06437051105447
2020-11-30,CN,6.075651777486954,3.2797302914784137,3.3314924236327776,1.9688020018978163,56.60937119674635
2020-12-31,CN,7.333964712600906,2.2154008633294833,3.470761681587171,1.983229029275656,46.11340673802682
2021-01-31,CN,6.2397650387920915,-1.5554617150283434,4.671579600616595,2.084792119823871,51.93972550672308
2021-02-28,CN,3.845371902205086,1.2437765262419997,9.419152368181798,1.8463441147777075,53.21625688725929
2021-03-31,CN,3.1235848027011257,0.47539246563337834,8.524190631378726,2.4524732581851,55.84554442288922
2021-04-30,CN,4.923770116362248,3.6250185976871103,6.990673916952449,2.4551680993340073,55.04957023351409
2021-05-31,CN,2.548707610884342,0.7015067585188262,8.62357119610537,0.14438134632868194,51.55457150450913
2021-06-30,CN,5.191949554142818,4.7716287238473845,10.89314905455904,1.4037097647132906,52.60815156043387
2021-07-31,CN,1.394900608620639,-0.3147190962753501,9.97370281261281,0.6165700613767228,48.86535787250935
2021-08-31,CN,7.6082975121506555,3.766990603447206,10.03644941384021,4.322787451510784,56.24408529873531
2021-09-30,CN,1.8441035128276446,1.6159292853966196,6.998195287220899,1.5557578913519006,57.510606145794085
2021-10-31,CN,4.248974416619635,-1.5779167904971523,5.4746902534824144,1.1431052901472256,58.31218327216925
2021-11-30,CN,5.532066704472999,1.9226338611745257,7.5598431751083455,3.2505651377073272,56.32313320165687
2021-12-31,CN,4.88069294082057,4.567997906068274,11.79150753585346,4.976711583044115,55.04086665132967
2022-01-31,CN,7.528343267291149,0.8313578671556829,10.736331521226468,4.545871493698405,58.562107084984135
2022-02-28,CN,6.815923980358671,0.8461941314887529,4.430167337826609,1.6697817817222294,56.5093285394714
2022-03-31,CN,2.630198579309827,1.3479044537818066,8.088595661862048,3.0192928121893763,59.03588322568198
2022-04-30,CN,5.630451142900223,3.5040917125411157,8.2369051310247,4.167901594309816,48.954954196046444
2022-05-31,CN,2.4691437016815247,4.484240341305788,9.241327887216407,3.3576278852911057,52.009428579426746
2022-06-30,CN,3.6368808150545737,1.8898383613504715,4.085097144795004,2.273562805415539,51.830515566982214
2022-07-31,CN,4.768355590609857,2.4427993005704156,11.615865293868259,3.2608456354587845,58.255877279301174
2022-08-31,CN,4.894127030284146,2.3884951783924286,3.6285325779861264,0.6663186144220778,53.69505652796309
2022-09-30,CN,3.7699900897062046,3.591673639058513,7.888600873867584,4.411455194756689,59.58497517693437
2022-10-31,CN,2.033446295850395,0.763794261589386,8.984829227142278,1.5274437770017486,49.00548506582243
2022-11-30,CN,6.696169924401857,4.8626492834112005,9.964229981227332,2.618383114020568,51.63766847917972
2022-12-31,CN,4.777534043712555,1.239877915314151,7.525992511071013,1.0172652526461383,58.556129239639915
