"RunId","Round","Layer","Name","Status","Risk","Class","Priority","Metric","Value","Message","Path","Time"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","Invoke-VDF.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=DC72773B64F027CC8699199F3E315586AFB2BF0DEAF7D0B7B3430CF57A3A73FD","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF.ps1","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","Invoke-VDF-Fetch.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=C625DA53435FBC27CDE102F634D8BC9BF4BD22DEA728E2B6499F0077305F7364","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\Invoke-VDF-Fetch.ps1","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL000_README.md","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=26C50C22648E9ADC3588473FF4119BFEB94EE8B8A9DA9C8972A89934C6C44288","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL000_README.md","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL001_TWEquityEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=F89F2A53F8A5E89B25EB2C701BD26D5D3D3FAB88F2BB63E27D36C848E9C5FA16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWEquityEngine.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL001_TWUniverseVerify.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=67EF6FCE465F43364EBBE4E43B41A54EABF9B3A78B7A20843DD18A92362F1231","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL001_TWUniverseVerify.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL002_YFinanceFetchingEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=E5DBB168E8CCCE8DFCE00CB6BBB485D9B30B72202B39E9F2E832392E27E7D676","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL002_YFinanceFetchingEngine.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL003_SentimentMacroEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=CB9C413E7C1F6162FA12BE99995170A340F661F9B7BA30F44493956B57A38D14","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL003_SentimentMacroEngine.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL004_TWFullMarketEngine.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=B5748EA4A58344D7223D4D6C815C6B5F5EFDBA4A97CFD81F83C95C0A972F0072","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL004_TWFullMarketEngine.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL005_TWStockFilter.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=49861A44FCF1EF06F21C446F3D49534D8A3B0FA3AB841D6BF4665CDF0BCF2D29","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL005_TWStockFilter.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL006_FinancialModel.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=3DA0113E352DEC5CE30176586B876C5C862E2564B209A2E3F900CCFD4974A1A5","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL006_FinancialModel.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL007_SSOTResolver.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=AF23FD2DB2B9C0BBF8DB1ED0655EB344BE2698ED03203F7F114AEE723ACE158F","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL007_SSOTResolver.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL101_OutputManager.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=DD77E5EBC763DECAEEBDA87D58051D84A4B32F4EA274656D181A5F1F09A948A9","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL101_OutputManager.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL102_FormatUpgrader.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=5492D891E29378AE9E61FBBADA205C948957797623FB4592B2897754BBDDF0AB","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL102_FormatUpgrader.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL103_MasterRegistry.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=0CA82C6C55D6DFDE6C40032A7789E703A3CF5CA5EFC5774A6F3ADF220E74117E","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL103_MasterRegistry.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL104_RegistryLoader.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=5B61190FCA8F77EA18683AC1303D5E5FDD572B740874CC162AEFFEBAD3665239","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL104_RegistryLoader.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL105_CrossValidator.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=50EDFF072CDE465CDC1EF06C33AA7C8DBD47E9817A95A543DA48E031CD0EE0CE","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL105_CrossValidator.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL201_GenerateFullRegistry.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=E84832CB993BE108B7D0CD2C4D92138E4543E95DC4CA4D99D51CC516D46B1782","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL201_GenerateFullRegistry.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL301_SystemTest.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=0036D630D8806F8B9F5CDFA1085B0AEED68AC6EAC06DEF00AA7C8A9C9A0D5495","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL301_SystemTest.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL302_FinalActivation.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=6E36B665E0EB518938E2B25A4F3A3174D3389CBDC28919CCC86E6F60723FA27B","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL302_FinalActivation.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL303_RegistryActivation.py","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=FE35BCD1B64FE252FCA4C0494605714271799DDCB441042248E0AE555835A939","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL303_RegistryActivation.py","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL401_RegistrySchema.json","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=FFFC87E8C61ACE0D75875AFEA598A23495E7E4F67F7A660484FBBCF3D8269CAB","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL401_RegistrySchema.json","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL402_RegistrySample.json","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=49A5BB5914C0D323D85D0B2DEA8622878282ABB7E7D53192ACE19D48C6B3EC10","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL402_RegistrySample.json","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL403_RegistryFull.json","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=BD1A251FF4A8940E038EB504487AC0EC526C5C87F066D47C4C0EA0B269E82B7B","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL403_RegistryFull.json","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","VDF_MDL501_DataModuleController.html","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=7FD4D0599171848E3BB7616EC3E4CB42BE6A03AD5AD07D41CEF647ED08DB53EB","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VDF_MDL501_DataModuleController.html","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","VDF","__pycache__","OK_FOUND","LOW","PARALLEL_SAFE","P0","dir","true","Found. SHA256=","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\__pycache__","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","SUPPORTIVE","Read_Me_VeritasNexusCore.md","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=E17A9D1312F6B730094C4D868156681CF7B7D49C53FA1B2226AB5C859F6B79F2","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","SUPPORTIVE","Invoke-VeritasNexusCore.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=F00501761EF6E594C461C35979997B4BF735A8A54079BECFA698D23AC3C353C8","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","SUPPORTIVE","Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","OK_FOUND","LOW","PARALLEL_SAFE","P0","file","true","Found. SHA256=265CEF36C198313AF041D258BC0BC9BC8D58E7D97B7A407409CE04E1296B73A3","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","Round1","MANIFEST","VIA_data_manifest.json","FAIL_NOT_FOUND","HIGH","SEQUENTIAL_FIX","P0","manifest","missing","VIA_data_manifest.json not found. Save the uploaded attachment into VDF base or Downloads, then rerun.","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\functional modules\VDF\VIA_data_manifest.json; C:\Users\tonyk\Downloads\VIA_data_manifest.json; C:\Users\tonyk\Desktop\VIA_data_manifest.json; C:\Users\tonyk\OneDrive\Desktop\VIA_data_manifest.json","2026-06-22 13:16:33"
"RUN_20260622_131632_VDF_NEXUS_PANORAMA_3ROUND","FATAL","ENTRY","def_Main","FAIL_FATAL","HIGH","SEQUENTIAL_FIX","P0","exception","VIA_data_manifest.json not found. Save the uploaded attachment into VDF base or Downloads, then rerun.","Fatal error caught at entry.","","2026-06-22 13:16:33"
