Date,Ticker,ETFId,ActiveETFFlowAmount
2025-10-01,1503.TW,FETF11,0.0
2025-10-02,1503.TW,FETF11,-89465.50863437858
2025-10-03,1503.TW,FETF11,56669.324517786095
2025-10-06,1503.TW,FETF11,4264.862141026352
2025-10-07,1503.TW,FETF11,230136.48505193638
2025-10-08,1503.TW,FETF11,138030.77963653728
2025-10-09,1503.TW,FETF11,-34098.96755322974
2025-10-10,1503.TW,FETF11,-16098.004692963343
2025-10-13,1503.TW,FETF11,-47003.80694985151
2025-10-14,1503.TW,FETF11,-303311.2155197097
2025-10-15,1503.TW,FETF11,-111253.26276856891
2025-10-16,1503.TW,FETF11,96821.99450286479
2025-10-17,1503.TW,FETF11,80369.59741207735
2025-10-20,1503.TW,FETF11,57323.734807356996
2025-10-21,1503.TW,FETF11,19115.197241443308
2025-10-22,1503.TW,FETF11,184892.11456713153
2025-10-23,1503.TW,FETF11,238559.80477083527
2025-10-24,1503.TW,FETF11,385319.0460733115
2025-10-27,1503.TW,FETF11,-21284.675005685956
2025-10-28,1503.TW,FETF11,78422.2070784651
2025-10-29,1503.TW,FETF11,-11441.104887832596
2025-10-30,1503.TW,FETF11,521999.1166109406
2025-10-31,1503.TW,FETF11,-16059.793098678514
2025-11-03,1503.TW,FETF11,-141574.55995898147
2025-11-04,1503.TW,FETF11,64842.209333400715
2025-11-05,1503.TW,FETF11,94873.76010853409
2025-11-06,1503.TW,FETF11,11046.879141520532
2025-11-07,1503.TW,FETF11,-132518.32074199518
2025-11-10,1503.TW,FETF11,232404.51704621984
2025-11-11,1503.TW,FETF11,-17908.298342054502
2025-11-12,1503.TW,FETF11,150006.78253078106
2025-11-13,1503.TW,FETF11,23228.688009144735
2025-11-14,1503.TW,FETF11,65501.891084643634
2025-11-17,1503.TW,FETF11,5806.044694468124
2025-11-18,1503.TW,FETF11,-42388.99611468681
2025-11-19,1503.TW,FETF11,-32952.056199785235
2025-11-20,1503.TW,FETF11,-112549.75106506316
2025-11-21,1503.TW,FETF11,24680.0335657931
2025-11-24,1503.TW,FETF11,-358337.0508614783
2025-11-25,1503.TW,FETF11,-181727.68756131912
2025-11-26,1503.TW,FETF11,-142776.9407228025
2025-11-27,1503.TW,FETF11,58066.872960906134
2025-11-28,1503.TW,FETF11,93307.57827446792
2025-12-01,1503.TW,FETF11,133662.9891151614
2025-12-02,1503.TW,FETF11,137495.33545008034
2025-12-03,1503.TW,FETF11,46966.480067489574
2025-12-04,1503.TW,FETF11,-684.7270415870206
2025-12-05,1503.TW,FETF11,-23511.677933997307
2025-12-08,1503.TW,FETF11,-13589.4871929059
2025-12-09,1503.TW,FETF11,-99160.30823347843
2025-12-10,1503.TW,FETF11,349769.9053189364
2025-12-11,1503.TW,FETF11,75726.89354918803
2025-12-12,1503.TW,FETF11,63542.482398847875
2025-12-15,1503.TW,FETF11,-159836.38678627598
2025-12-16,1503.TW,FETF11,-40725.61407122528
2025-12-17,1503.TW,FETF11,105484.39544370298
2025-12-18,1503.TW,FETF11,324821.67959515686
2025-12-19,1503.TW,FETF11,-1217.5670079931012
2025-12-22,1503.TW,FETF11,17120.190070426594
2025-12-23,1503.TW,FETF11,-308898.86055808526
2025-12-24,1503.TW,FETF11,-193567.5532294439
2025-12-25,1503.TW,FETF11,-147876.07403548888
2025-12-26,1503.TW,FETF11,-248111.30412192177
2025-12-29,1503.TW,FETF11,-269175.0573524093
2025-12-30,1503.TW,FETF11,-48391.20484084783
2025-12-31,1503.TW,FETF11,76539.36126867576
2026-01-01,1503.TW,FETF11,57851.97824701172
2026-01-02,1503.TW,FETF11,62714.81185432405
2026-01-05,1503.TW,FETF11,-254662.37840974412
2026-01-06,1503.TW,FETF11,-23675.179322581705
2026-01-07,1503.TW,FETF11,164868.7001271147
2026-01-08,1503.TW,FETF11,86095.3812800497
2026-01-09,1503.TW,FETF11,212448.03267957494
2026-01-12,1503.TW,FETF11,65070.295104976154
2026-01-13,1503.TW,FETF11,272858.6603974007
2026-01-14,1503.TW,FETF11,-93836.67354838947
2026-01-15,1503.TW,FETF11,71539.43961321557
2026-01-16,1503.TW,FETF11,-70360.54558879051
2026-01-19,1503.TW,FETF11,131079.9846756501
2026-01-20,1503.TW,FETF11,81151.97938975094
2026-01-21,1503.TW,FETF11,-102157.85909175937
2026-01-22,1503.TW,FETF11,-175207.33292482188
2026-01-23,1503.TW,FETF11,22810.76795283898
2026-01-26,1503.TW,FETF11,168820.2342367672
2026-01-27,1503.TW,FETF11,246217.3565496808
2026-01-28,1503.TW,FETF11,-79972.0082602502
2026-01-29,1503.TW,FETF11,-3886.928410531208
2026-01-30,1503.TW,FETF11,15226.3757933038
2026-02-02,1503.TW,FETF11,-105733.62610284697
2026-02-03,1503.TW,FETF11,-202339.2465733236
2026-02-04,1503.TW,FETF11,-120001.8421327817
2026-02-05,1503.TW,FETF11,272429.15444783756
2026-02-06,1503.TW,FETF11,-60276.72708107833
2026-02-09,1503.TW,FETF11,-117888.13201826284
2026-02-10,1503.TW,FETF11,-19093.769464160334
2026-02-11,1503.TW,FETF11,120091.62272664002
2026-02-12,1503.TW,FETF11,-311951.30350972444
2026-02-13,1503.TW,FETF11,293502.99343180074
2026-02-16,1503.TW,FETF11,196348.7691347803
2026-02-17,1503.TW,FETF11,309078.4960579635
2026-02-18,1503.TW,FETF11,258234.95667179758
2026-02-19,1503.TW,FETF11,257196.4120296011
2026-02-20,1503.TW,FETF11,-76482.85449186196
2026-02-23,1503.TW,FETF11,-50469.714371365895
2026-02-24,1503.TW,FETF11,-70306.1181975015
2026-02-25,1503.TW,FETF11,10438.803593414028
2026-02-26,1503.TW,FETF11,299710.81377443526
2026-02-27,1503.TW,FETF11,-47913.936203709265
2026-03-02,1503.TW,FETF11,-76922.09926262249
2026-03-03,1503.TW,FETF11,-36706.8074264573
2026-03-04,1503.TW,FETF11,-104467.33223676567
2026-03-05,1503.TW,FETF11,-10897.670003760704
2026-03-06,1503.TW,FETF11,-218662.002683957
2026-03-09,1503.TW,FETF11,189495.04375481803
2026-03-10,1503.TW,FETF11,237948.6608321532
2026-03-11,1503.TW,FETF11,149001.41321271283
2026-03-12,1503.TW,FETF11,47289.95207579836
2026-03-13,1503.TW,FETF11,107830.43318956929
2026-03-16,1503.TW,FETF11,-72920.43799991417
2026-03-17,1503.TW,FETF11,23266.039803885666
2026-03-18,1503.TW,FETF11,-90221.70316662542
2026-03-19,1503.TW,FETF11,240943.2851318372
2026-03-20,1503.TW,FETF11,-260232.78630737003
2026-03-23,1503.TW,FETF11,57835.166717618566
2026-03-24,1503.TW,FETF11,65192.66131464198
2026-03-25,1503.TW,FETF11,356752.65110066714
2026-03-26,1503.TW,FETF11,93076.11328643757
2026-03-27,1503.TW,FETF11,72213.221253089
2026-03-30,1503.TW,FETF11,47254.41728742727
2026-03-31,1503.TW,FETF11,-124527.12314698828
2026-04-01,1503.TW,FETF11,210604.33361332084
2026-04-02,1503.TW,FETF11,111174.95270153653
2026-04-03,1503.TW,FETF11,175447.25294269045
2026-04-06,1503.TW,FETF11,-130784.6303437554
2026-04-07,1503.TW,FETF11,-68962.13593142289
2026-04-08,1503.TW,FETF11,-28673.443546783175
2026-04-09,1503.TW,FETF11,-445097.69127303816
2026-04-10,1503.TW,FETF11,288056.8259985344
2026-04-13,1503.TW,FETF11,18542.598638344694
2026-04-14,1503.TW,FETF11,54318.19601059974
2026-04-15,1503.TW,FETF11,-214001.85156050642
2026-04-16,1503.TW,FETF11,94565.68723083579
2026-04-17,1503.TW,FETF11,43733.499441595945
2026-04-20,1503.TW,FETF11,190045.6786379687
2026-04-21,1503.TW,FETF11,-222898.2276020487
2026-04-22,1503.TW,FETF11,449893.4064537201
2026-04-23,1503.TW,FETF11,125585.8760100132
2026-04-24,1503.TW,FETF11,248939.62216012043
2026-04-27,1503.TW,FETF11,78956.00353383624
2026-04-28,1503.TW,FETF11,-93290.80794224632
2026-04-29,1503.TW,FETF11,30383.426532352103
2026-04-30,1503.TW,FETF11,-62149.523386112705
2026-05-01,1503.TW,FETF11,48640.13109784908
2026-05-04,1503.TW,FETF11,13636.806810221515
2026-05-05,1503.TW,FETF11,40537.1804117581
2026-05-06,1503.TW,FETF11,602058.436403014
2026-05-07,1503.TW,FETF11,101051.05934553653
2026-05-08,1503.TW,FETF11,29162.435881170863
2026-05-11,1503.TW,FETF11,-144680.4982686089
2026-05-12,1503.TW,FETF11,-41835.02506039455
2026-05-13,1503.TW,FETF11,-170242.4828373076
2026-05-14,1503.TW,FETF11,-30485.0967589167
2026-05-15,1503.TW,FETF11,146497.20449623393
2026-05-18,1503.TW,FETF11,-221983.2493335465
2026-05-19,1503.TW,FETF11,-148076.7158706746
2026-05-20,1503.TW,FETF11,-354655.6505033037
2026-05-21,1503.TW,FETF11,-283270.439552123
2026-05-22,1503.TW,FETF11,87646.2984157093
2026-05-25,1503.TW,FETF11,-16424.26799029645
2026-05-26,1503.TW,FETF11,-113009.26146474932
2026-05-27,1503.TW,FETF11,2235.2124376828824
2026-05-28,1503.TW,FETF11,-177614.12242125688
2026-05-29,1503.TW,FETF11,-324502.19715024263
2026-06-01,1503.TW,FETF11,47750.0797032357
2026-06-02,1503.TW,FETF11,-490150.41907110816
2026-06-03,1503.TW,FETF11,-350673.0293365483
2026-06-04,1503.TW,FETF11,36936.312663991666
2026-06-05,1503.TW,FETF11,179596.09946068822
2026-06-08,1503.TW,FETF11,-279570.2803333678
2026-06-09,1503.TW,FETF11,44415.81173647542
2026-06-10,1503.TW,FETF11,-553956.7984599466
2026-06-11,1503.TW,FETF11,85502.78172298377
2026-06-12,1503.TW,FETF11,38719.436536773406
2026-06-15,1503.TW,FETF11,142782.205530254
2026-06-16,1503.TW,FETF11,135648.94500240695
2026-06-17,1503.TW,FETF11,18799.041049540385
2026-06-18,1503.TW,FETF11,81181.43032409105
2026-06-19,1503.TW,FETF11,8391.08698490517
2026-06-22,1503.TW,FETF11,-4951.921589202249
2026-06-23,1503.TW,FETF11,149842.16281889207
2026-06-24,1503.TW,FETF11,-76271.18010430843
2026-06-25,1503.TW,FETF11,-49219.88685102614
2026-06-26,1503.TW,FETF11,377173.0154482392
2026-06-29,1503.TW,FETF11,231552.36777185072
2026-06-30,1503.TW,FETF11,102139.81565598863
2026-07-01,1503.TW,FETF11,-456029.5747267808
2026-07-02,1503.TW,FETF11,-23322.991595536016
2026-07-03,1503.TW,FETF11,-192712.4279451918
2026-07-06,1503.TW,FETF11,-75167.24249857773
2026-07-07,1503.TW,FETF11,127492.8074661018
2026-07-08,1503.TW,FETF11,831993.0170737312
2026-07-09,1503.TW,FETF11,553718.4119538243
2026-07-10,1503.TW,FETF11,-68035.62967058069
2026-07-13,1503.TW,FETF11,6182.4523295936
2026-07-14,1503.TW,FETF11,131050.38384267644
2026-07-15,1503.TW,FETF11,191948.44399266824
2026-07-16,1503.TW,FETF11,11045.29086934539
2026-07-17,1503.TW,FETF11,628107.0607969175
2026-07-20,1503.TW,FETF11,251009.05293969496
2026-07-21,1503.TW,FETF11,38069.846710862876
2026-07-22,1503.TW,FETF11,-30865.077104234275
2026-07-23,1503.TW,FETF11,-19176.37490771068
2026-07-24,1503.TW,FETF11,-32131.20160091394
2026-07-27,1503.TW,FETF11,-19613.10849991853
2026-07-28,1503.TW,FETF11,-263305.9724370979
2026-07-29,1503.TW,FETF11,147237.34772170044
2026-07-30,1503.TW,FETF11,-76830.84157816718
2026-07-31,1503.TW,FETF11,229492.78847475004
2026-08-03,1503.TW,FETF11,257097.09485519843
2026-08-04,1503.TW,FETF11,-25896.45664168124
2025-10-01,1504.TW,FETF11,0.0
2025-10-02,1504.TW,FETF11,-61498.766994761456
2025-10-03,1504.TW,FETF11,103006.71413957694
2025-10-06,1504.TW,FETF11,-69692.31402029995
2025-10-07,1504.TW,FETF11,-46637.902428889196
2025-10-08,1504.TW,FETF11,150617.6323925323
2025-10-09,1504.TW,FETF11,-184769.43620227286
2025-10-10,1504.TW,FETF11,43214.350419600196
2025-10-13,1504.TW,FETF11,33071.37149214705
2025-10-14,1504.TW,FETF11,-52954.08170447688
2025-10-15,1504.TW,FETF11,236285.81004860124
2025-10-16,1504.TW,FETF11,40589.886099455354
2025-10-17,1504.TW,FETF11,-110142.02322367729
2025-10-20,1504.TW,FETF11,152900.54685641066
2025-10-21,1504.TW,FETF11,46704.49603401829
2025-10-22,1504.TW,FETF11,53514.80362851477
2025-10-23,1504.TW,FETF11,104243.12666771362
2025-10-24,1504.TW,FETF11,418169.62163606635
2025-10-27,1504.TW,FETF11,20542.187424475997
2025-10-28,1504.TW,FETF11,-132117.64448268665
2025-10-29,1504.TW,FETF11,-112872.04711968986
2025-10-30,1504.TW,FETF11,409232.9455979703
2025-10-31,1504.TW,FETF11,180429.43427829223
2025-11-03,1504.TW,FETF11,108847.6510742615
2025-11-04,1504.TW,FETF11,328722.8309806485
2025-11-05,1504.TW,FETF11,65356.72745398802
2025-11-06,1504.TW,FETF11,129114.32361502998
2025-11-07,1504.TW,FETF11,111640.3806555134
2025-11-10,1504.TW,FETF11,48054.02792688795
2025-11-11,1504.TW,FETF11,153900.06239419477
2025-11-12,1504.TW,FETF11,231719.52182763378
2025-11-13,1504.TW,FETF11,144784.3221204195
2025-11-14,1504.TW,FETF11,229265.0192419856
2025-11-17,1504.TW,FETF11,-165810.6717246195
2025-11-18,1504.TW,FETF11,144461.9536069062
2025-11-19,1504.TW,FETF11,165328.38523357332
2025-11-20,1504.TW,FETF11,145090.56446167146
2025-11-21,1504.TW,FETF11,98003.53082887438
2025-11-24,1504.TW,FETF11,11307.925827798008
2025-11-25,1504.TW,FETF11,-70142.8923295218
2025-11-26,1504.TW,FETF11,-6637.436262340966
2025-11-27,1504.TW,FETF11,117856.34805812372
2025-11-28,1504.TW,FETF11,207978.79532434625
2025-12-01,1504.TW,FETF11,-6007.802378654799
2025-12-02,1504.TW,FETF11,21572.39113315511
2025-12-03,1504.TW,FETF11,53326.76476300544
2025-12-04,1504.TW,FETF11,-203399.84812289503
2025-12-05,1504.TW,FETF11,-201005.68218099972
2025-12-08,1504.TW,FETF11,-102978.17178476066
2025-12-09,1504.TW,FETF11,47945.17717653801
2025-12-10,1504.TW,FETF11,23526.03662472466
2025-12-11,1504.TW,FETF11,388664.5455641616
2025-12-12,1504.TW,FETF11,169194.4126352943
2025-12-15,1504.TW,FETF11,35043.508407896705
2025-12-16,1504.TW,FETF11,183426.77180022252
2025-12-17,1504.TW,FETF11,34788.19286716077
2025-12-18,1504.TW,FETF11,39805.90457997343
2025-12-19,1504.TW,FETF11,49002.810812227064
2025-12-22,1504.TW,FETF11,-86745.20537763092
2025-12-23,1504.TW,FETF11,-133743.5225364388
2025-12-24,1504.TW,FETF11,-74415.3833229368
2025-12-25,1504.TW,FETF11,-45977.4373535957
2025-12-26,1504.TW,FETF11,-111343.38841834453
2025-12-29,1504.TW,FETF11,-6358.836675868017
2025-12-30,1504.TW,FETF11,55236.5965497689
2025-12-31,1504.TW,FETF11,-324143.6738797371
2026-01-01,1504.TW,FETF11,-224684.93109338675
2026-01-02,1504.TW,FETF11,-213390.51534304663
2026-01-05,1504.TW,FETF11,-101583.87776129728
2026-01-06,1504.TW,FETF11,95056.57011635095
2026-01-07,1504.TW,FETF11,124738.05441051803
2026-01-08,1504.TW,FETF11,117380.84586292895
2026-01-09,1504.TW,FETF11,-189497.03219252802
2026-01-12,1504.TW,FETF11,415644.79851138894
2026-01-13,1504.TW,FETF11,223715.8572476676
2026-01-14,1504.TW,FETF11,-129364.15094329054
2026-01-15,1504.TW,FETF11,34700.81179566433
2026-01-16,1504.TW,FETF11,-140231.15340149784
2026-01-19,1504.TW,FETF11,-45884.80855145349
2026-01-20,1504.TW,FETF11,-173025.2939013013
2026-01-21,1504.TW,FETF11,-96849.8125011877
2026-01-22,1504.TW,FETF11,-304917.97762478114
2026-01-23,1504.TW,FETF11,-99534.6256879398
2026-01-26,1504.TW,FETF11,134634.70358149914
2026-01-27,1504.TW,FETF11,-2089.9050313746443
2026-01-28,1504.TW,FETF11,-146988.27952671464
2026-01-29,1504.TW,FETF11,114701.36578639488
2026-01-30,1504.TW,FETF11,99176.61930386053
2026-02-02,1504.TW,FETF11,17756.580241484593
2026-02-03,1504.TW,FETF11,-365579.7673302394
2026-02-04,1504.TW,FETF11,18018.291552044444
2026-02-05,1504.TW,FETF11,203847.57597225544
2026-02-06,1504.TW,FETF11,-162578.33743241007
2026-02-09,1504.TW,FETF11,-74722.87053415466
2026-02-10,1504.TW,FETF11,87106.67520211707
2026-02-11,1504.TW,FETF11,21990.445687203977
2026-02-12,1504.TW,FETF11,87339.00217549334
2026-02-13,1504.TW,FETF11,223076.82032442186
2026-02-16,1504.TW,FETF11,92374.30272272152
2026-02-17,1504.TW,FETF11,393596.66756139364
2026-02-18,1504.TW,FETF11,358676.2431743134
2026-02-19,1504.TW,FETF11,250542.60991852765
2026-02-20,1504.TW,FETF11,-73740.63403036268
2026-02-23,1504.TW,FETF11,-12056.158386572091
2026-02-24,1504.TW,FETF11,169396.16826870607
2026-02-25,1504.TW,FETF11,226630.82677267288
2026-02-26,1504.TW,FETF11,371305.8004689122
2026-02-27,1504.TW,FETF11,62512.32823396291
2026-03-02,1504.TW,FETF11,-105784.38839912844
2026-03-03,1504.TW,FETF11,-343945.9218390405
2026-03-04,1504.TW,FETF11,-296529.42034411576
2026-03-05,1504.TW,FETF11,4499.283251229651
2026-03-06,1504.TW,FETF11,-108568.48987617728
2026-03-09,1504.TW,FETF11,-2672.9421278972422
2026-03-10,1504.TW,FETF11,29294.602126759797
2026-03-11,1504.TW,FETF11,-31956.775304259198
2026-03-12,1504.TW,FETF11,109020.67289482581
2026-03-13,1504.TW,FETF11,226971.72906011168
2026-03-16,1504.TW,FETF11,-129793.74031555915
2026-03-17,1504.TW,FETF11,90813.9368468848
2026-03-18,1504.TW,FETF11,-58002.85583007387
2026-03-19,1504.TW,FETF11,-38947.505027118284
2026-03-20,1504.TW,FETF11,42171.2791114348
2026-03-23,1504.TW,FETF11,290450.7384212778
2026-03-24,1504.TW,FETF11,376826.02905880404
2026-03-25,1504.TW,FETF11,181169.26372213208
2026-03-26,1504.TW,FETF11,114955.94227679732
2026-03-27,1504.TW,FETF11,175416.46850099476
2026-03-30,1504.TW,FETF11,45521.53243218122
2026-03-31,1504.TW,FETF11,41730.085234710394
2026-04-01,1504.TW,FETF11,227084.32041130099
2026-04-02,1504.TW,FETF11,154314.7922316944
2026-04-03,1504.TW,FETF11,115504.87734760216
2026-04-06,1504.TW,FETF11,-183292.02282204712
2026-04-07,1504.TW,FETF11,-65597.89475643214
2026-04-08,1504.TW,FETF11,-61452.67029802012
2026-04-09,1504.TW,FETF11,-111192.9273582063
2026-04-10,1504.TW,FETF11,384050.62112063874
2026-04-13,1504.TW,FETF11,339569.20025536267
2026-04-14,1504.TW,FETF11,-106152.41668209483
2026-04-15,1504.TW,FETF11,-201628.1594079649
2026-04-16,1504.TW,FETF11,61186.11286650078
2026-04-17,1504.TW,FETF11,241371.17293766575
2026-04-20,1504.TW,FETF11,49485.87651914591
2026-04-21,1504.TW,FETF11,-48581.2400868079
2026-04-22,1504.TW,FETF11,262540.4983262345
2026-04-23,1504.TW,FETF11,435076.28120006714
2026-04-24,1504.TW,FETF11,-5478.207533524715
2026-04-27,1504.TW,FETF11,447394.0885252449
2026-04-28,1504.TW,FETF11,204416.6238781577
2026-04-29,1504.TW,FETF11,481432.3068598319
2026-04-30,1504.TW,FETF11,-65978.1492560469
2026-05-01,1504.TW,FETF11,-245524.3130079354
2026-05-04,1504.TW,FETF11,157987.6386657103
2026-05-05,1504.TW,FETF11,-325741.3311941959
2026-05-06,1504.TW,FETF11,375364.1078805476
2026-05-07,1504.TW,FETF11,-349137.69886752486
2026-05-08,1504.TW,FETF11,190927.67075023206
2026-05-11,1504.TW,FETF11,-710399.7828054463
2026-05-12,1504.TW,FETF11,219638.69916437456
2026-05-13,1504.TW,FETF11,-155059.3999220256
2026-05-14,1504.TW,FETF11,-296185.0018826864
2026-05-15,1504.TW,FETF11,86035.58428725683
2026-05-18,1504.TW,FETF11,-206031.66448041922
2026-05-19,1504.TW,FETF11,-467752.9878417393
2026-05-20,1504.TW,FETF11,-425233.3522332902
2026-05-21,1504.TW,FETF11,-138408.8043689855
2026-05-22,1504.TW,FETF11,182702.69243180496
2026-05-25,1504.TW,FETF11,184766.56348955305
2026-05-26,1504.TW,FETF11,-267432.86556529894
2026-05-27,1504.TW,FETF11,-136552.91100554945
2026-05-28,1504.TW,FETF11,-136971.021428373
2026-05-29,1504.TW,FETF11,-25297.63087255314
2026-06-01,1504.TW,FETF11,133273.67744276393
2026-06-02,1504.TW,FETF11,44883.30961538324
2026-06-03,1504.TW,FETF11,-255996.50297670413
2026-06-04,1504.TW,FETF11,107893.43050864578
2026-06-05,1504.TW,FETF11,174768.35431626905
2026-06-08,1504.TW,FETF11,-84784.10965379531
2026-06-09,1504.TW,FETF11,185444.1898073894
2026-06-10,1504.TW,FETF11,-489813.11340030277
2026-06-11,1504.TW,FETF11,-21516.242935510527
2026-06-12,1504.TW,FETF11,-79024.06533006614
2026-06-15,1504.TW,FETF11,253980.56903935503
2026-06-16,1504.TW,FETF11,164833.7416637739
2026-06-17,1504.TW,FETF11,127354.37694353994
2026-06-18,1504.TW,FETF11,-59881.41723220525
2026-06-19,1504.TW,FETF11,-91194.5323179419
2026-06-22,1504.TW,FETF11,124253.26286370511
2026-06-23,1504.TW,FETF11,275868.0804459098
2026-06-24,1504.TW,FETF11,165757.45631698417
2026-06-25,1504.TW,FETF11,-17609.860455528582
2026-06-26,1504.TW,FETF11,322039.59051719133
2026-06-29,1504.TW,FETF11,276399.83199420327
2026-06-30,1504.TW,FETF11,-329740.4183478417
2026-07-01,1504.TW,FETF11,21845.517549125492
2026-07-02,1504.TW,FETF11,129227.14253891278
2026-07-03,1504.TW,FETF11,-85910.35269636996
2026-07-06,1504.TW,FETF11,1941.302843417572
2026-07-07,1504.TW,FETF11,50362.440090275064
2026-07-08,1504.TW,FETF11,320914.5363077289
2026-07-09,1504.TW,FETF11,218020.612749002
2026-07-10,1504.TW,FETF11,-663298.6021002308
2026-07-13,1504.TW,FETF11,274286.59051123704
2026-07-14,1504.TW,FETF11,113848.87211713841
2026-07-15,1504.TW,FETF11,136111.69497665457
2026-07-16,1504.TW,FETF11,164328.545398681
2026-07-17,1504.TW,FETF11,267052.9607142633
2026-07-20,1504.TW,FETF11,162523.45374199445
2026-07-21,1504.TW,FETF11,122821.98906699855
2026-07-22,1504.TW,FETF11,-179969.29733834718
2026-07-23,1504.TW,FETF11,-111698.54526746893
2026-07-24,1504.TW,FETF11,-350039.6653358943
2026-07-27,1504.TW,FETF11,47657.60722170689
2026-07-28,1504.TW,FETF11,102754.3757977658
2026-07-29,1504.TW,FETF11,-321202.9968755324
2026-07-30,1504.TW,FETF11,77462.14660331343
2026-07-31,1504.TW,FETF11,304946.82359723217
2026-08-03,1504.TW,FETF11,277873.8538211589
2026-08-04,1504.TW,FETF11,-10615.381175811392
2025-10-01,1513.TW,FETF11,0.0
2025-10-02,1513.TW,FETF11,-233397.07675242587
