sector,date,ret_eq,ret_tier,ret_att,n_members,max_w_att,hhi_att,index_equal,index_tier,index_att,vwsp_z
AI伺服器,2025-01-02,0.0,0.0,0.0,8,0.23507477336030408,0.1623252658005479,94.49799478448523,97.14336998574905,95.51044150865403,
AI伺服器,2025-01-03,0.00008391787704691012,-0.0005761700258194998,-0.0012142419930248225,8,0.23507477336030408,0.1623252658005479,94.50592485559274,97.08739888775618,95.39446871980188,-0.6894210820495235
AI伺服器,2025-01-06,0.004005417376568829,0.00574310085332527,0.007307487289850275,8,0.24248535577913846,0.17542653054462276,94.88446052919805,97.64498161115557,96.09156258749385,1.1027139547386897
AI伺服器,2025-01-07,0.00931236966117989,0.012451754580335867,0.015479290776347524,8,0.29345793931798353,0.18397640657536612,95.76805970074757,98.8608329581791,97.57899182593927,1.2491134156648875
AI伺服器,2025-01-08,0.0033185568174434743,0.0038543070424354353,0.004289294683804277,8,0.23620096554163408,0.15604441643427053,96.08587144816082,99.24187296287086,97.99753687682924,-0.16870221131399546
AI伺服器,2025-01-09,-0.013361682551795678,-0.013754983191426892,-0.01475473065319946,8,0.20667035505412276,0.1627736590773671,94.80200253615783,97.87680266838083,96.55160961553464,-1.5636031517899913
AI伺服器,2025-01-10,-0.0027226492754879594,-0.0032472342044099333,-0.0036073203263131343,8,0.23308518412467075,0.15883162629187508,94.54388993263795,97.55897376693778,96.20331703163026,-0.4516527124303658
AI伺服器,2025-01-13,-0.005468636581712871,-0.004572893317070536,-0.0011392525550697878,8,0.2160746267777858,0.169135578490266,94.0268637575749,97.1128469877787,96.09371715689579,-0.18252696525190545
AI伺服器,2025-01-14,-0.010614329860753738,-0.010732182754100697,-0.01144286287668296,8,0.1987834788852716,0.14626113571722793,93.02883160987984,96.07061416613483,94.99412992815869,-1.1150935734093506
AI伺服器,2025-01-15,-0.0004866607164460274,0.002212991486239392,0.0038727422578959812,8,0.2674153458825754,0.16713818875096342,92.98355813203844,96.28321761736228,95.36201770938352,0.4987169910778448
AI伺服器,2025-01-16,0.017554811748348664,0.01947326843226345,0.02045077697860104,8,0.24584873713001765,0.1705762907815901,94.61586699073801,98.15816655954723,97.31224506578752,1.714528492422435
AI伺服器,2025-01-17,-0.0005674229061266856,0.00020414656133681147,0.001690102826429045,8,0.35210219373993046,0.20801283373602591,94.56217978052445,98.17820521171747,97.47671276621939,-0.01926096406928165
AI伺服器,2025-01-20,0.0017247111039816881,0.001637533642585825,0.0012999309799881305,8,0.2231689401293261,0.17228904323850652,94.72527222200866,98.33897532572034,97.60342576497159,-0.05477478416908232
AI伺服器,2025-01-21,0.005493822408234941,0.0019767063635848913,0.0012750692643448494,8,0.30853739430853405,0.18423049519894613,95.2456760451681,98.53336260403512,97.72787689325926,-0.05465974508925873
AI伺服器,2025-01-22,0.003075321329949962,0.0029510842536652863,0.0021441690624222904,8,0.23021096939299004,0.16325299930674614,95.53858710429529,98.82414285887658,97.93742198343,0.03894159299988223
AI伺服器,2025-01-23,0.013747555328559563,0.01228246013912688,0.013105943308377298,8,0.26469692973878867,0.1784705579019225,96.852009116524,100.03794645432413,99.22098428371345,1.1585446995088924
AI伺服器,2025-01-24,-0.003654068179638398,-0.005148006443381576,-0.009221817408238834,8,0.22678099574670726,0.17543029079448558,96.49810527187725,99.52295046139461,98.30598648358331,-1.2004671520916155
AI伺服器,2025-01-27,0.00020233964345756084,0.001313631458307926,0.00273017017296658,8,0.2827909906231595,0.17642453928107854,96.5176306640923,99.65368693994432,98.57437855570484,0.09908046919507345
AI伺服器,2025-01-28,0.007693339345236541,0.006228946475199847,0.005413052288071301,8,0.21957979173962408,0.16022375626984514,97.26017354958935,100.27442442194956,99.107966821091,0.3863760652992638
