report_id,file_id,report_date,ticker,company_name,broker,analyst,rating,target_price,currency,identity_score,source_confidence,review_required,file_name,path
650b2d77cd95cd86,144913c917d9,2025-08-19,6873,,兆豐,,買進,,,100,1.0,False,20250819兆豐個股報告-泓德能源(6873).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20250819兆豐個股報告-泓德能源(6873).pdf
c3b657104541af37,e337b0a2e05d,2025-08-22,3706,,國泰,,買進,,,100,1.0,False,【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\【國泰證期研究部】神達(3706 TT)-初次評等買進(+30.4_)-大顯神威，營運騰達-20250822.pdf
3dac424a61e86cfe,fc9e9d1ffdf9,2025-11-28,3706,,兆豐,,買進,,,100,1.0,False,20251128兆豐訪談速報-神達(3706).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20251128兆豐訪談速報-神達(3706).pdf
f6122b1c603b9188,dc367a89b6fb,2026-05-19,4771,,兆豐,,買進,,,100,1.0,False,20260519兆豐個股報告-望隼(4771).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20260519兆豐個股報告-望隼(4771).pdf
20e610218fae9c70,482e52f26cf4,,6933,,,,,,,45,0.45,True,6933_AMAX-KY_個股介紹報告.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\6933_AMAX-KY_個股介紹報告.pdf
8d2bd5a5c8b87d14,8578b17590da,2026-05-19,3665,,凱基,,持有,,,100,1.0,False,凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_3665 貿聯-KY_李承泰_20260519.pdf
2cf78d2783736269,a647dd1af7a3,2025-12-04,6768,,兆豐,,買進,,,100,1.0,False,20251204兆豐個股報告-志強-KY(6768).pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\20251204兆豐個股報告-志強-KY(6768).pdf
3ffaefe3e51bf439,b94683a9c9e6,2023-10-05,3014,,國泰,,買進,,,100,1.0,False,3014TT-20231005.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\3014TT-20231005.pdf
9a9d42d20071aef6,2ffbf03c7485,2026-05-19,6147,,凱基,,持有,,,100,1.0,False,凱基投顧_6147 頎邦_劉宇程_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_6147 頎邦_劉宇程_20260519.pdf
6ccc261ef835def2,9db99ee86da3,2025-12-01,2026,,華南,,,,,95,0.95,False,第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\第一場 2026年投資大趨勢 - 華南投顧 -1141201.pdf
b49c22e4ac8a2438,aaf37d8b44ad,2026-05-19,1476,,凱基,,持有,,,100,1.0,False,凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_1476 儒鴻_劉昃恩_20260519.pdf
63599359bfd4ec19,513089807e2e,2026-05-19,2891,,凱基,,持有,,,100,1.0,False,凱基投顧_2891 中信金_施志鴻_20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\凱基投顧_2891 中信金_施志鴻_20260519.pdf
c15bda4dd19ee51e,d04a4946c88f,2023-10-11,1319,,GS,,Buy,,,100,1.0,False,Daiwa-1319 20231011.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-1319 20231011.pdf
ede46dd062be6786,a9762ff02efe,2025-12-08,4171,,GS,,,,,95,0.95,False,"瑞基(4171,NR_未評等)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\瑞基(4171,NR_未評等)-CTBC251208.pdf"
a3394c0f7f4d9226,bec2e8821841,2025-09-12,2606,,華南,,買進,,,100,1.0,False,華南投顧-2606-裕民-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-2606-裕民-1141202.pdf
7ac7606fd4866328,7f6338fb959d,2025-11-13,3017,,華南,,買進,,,100,1.0,False,華南投顧-3017-奇鋐-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-3017-奇鋐-1141202.pdf
3d74d4a63b622a51,e6270450a0cb,2025-12-06,6533,,,,Neutral,,,80,0.8,False,"晶心科(6533,N,中立)-CTBC251208.pdf","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\晶心科(6533,N,中立)-CTBC251208.pdf"
f7dffa467cb93ad0,0e3a7ffea317,2025-06-04,3231,,Citi,,Buy,,,100,1.0,False,Citi-3231 20250604.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Citi-3231 20250604.pdf
d170e4b7e87097fd,cd1804f88763,2025-08-14,2637,,華南,,買進,,,100,1.0,False,華南投顧-2637-慧洋-KY-1141202.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-2637-慧洋-KY-1141202.pdf
793fe61ac7f49533,c8bcf1de430d,2023-10-12,1590,,Goldman,,Buy,,,100,1.0,False,GS-1590 20231012.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-1590 20231012.pdf
6d6f973872095581,9015d064e179,2025-11-30,3706,,Goldman,,Buy,,,100,1.0,False,GS-3706 20251130.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-3706 20251130.pdf
a4d2f2b9ae3493b6,8bc5fab0f44d,2025-12-03,1590,,Goldman,,,,,95,0.95,False,GS-1590 20251203.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-1590 20251203.pdf
e24e1a849b0bf2f4,1ce8f7a19d5b,2025-09-09,6143,,華南,,買進,,,100,1.0,False,華南投顧-6143-振曜-1141128.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\華南投顧-6143-振曜-1141128.pdf
a40792e841722321,73c0ed880dcd,2025-10-02,3653,,GS,,Hold,,,100,1.0,False,Daiwa-3653 20251002.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-3653 20251002.pdf
e9f290c4edbc253d,002075ad1390,2025-12-05,2317,,Goldman,,Buy,,,100,1.0,False,GS-2317 20251205.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2317 20251205.pdf
2f6ecc09c8c0e5d2,6ad043d05d31,2026-05-19,2383,,Goldman,,Buy,,,100,1.0,False,GS-2383 20260519.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\GS-2383 20260519.pdf
1d489cab23abc675,c0e1841bbcfd,2026-05-21,6278,,Daiwa,,Hold,,,100,1.0,False,Daiwa-6278 20260521.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\Daiwa-6278 20260521.pdf
b95e9dcf3934e81f,012d1f99030a,2025-10-07,6669,,Morgan Stanley,,Equal-weight,,,100,1.0,False,MS-6669 20251007.pdf,C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\input\MS-6669 20251007.pdf
